Firm,Period,ICB Sector,ROA,ROE,TA,Total Liabilities,OI_GROWTH,REV_GROWTH,Treated,After
SCMA.JK,2018Q2,Media,7.951942875,11.426787,6.19125E+12,1.95757E+12,-17.89090107,-6.232353114,1,0
SCPI.JK,2018Q2,Pharmaceuticals and Biotechnology,2.152857383,7.266375357,1.60684E+12,1.13512E+12,-34.56214535,-25.20587151,0,0
SDMU.JK,2018Q2,Industrial Transportation,-1.170418187,-2.098436217,3.66416E+11,1.7069E+11,-773.6766848,18.83495771,1,0
SDPC.JK,2018Q2,Pharmaceuticals and Biotechnology,0.8299807,3.628819256,1.01342E+12,7.90761E+11,28.01938788,11.12481711,0,0
SGRO.JK,2018Q2,Food Producers,0.890977703,1.882930234,8.60813E+12,4.75015E+12,57.44527079,14.14707949,0,0
SHID.JK,2018Q2,Travel and Leisure,-0.312684994,-0.511725934,1.50466E+12,5.64296E+11,-118.3460253,15.05071001,1,0
SHIP.JK,2018Q2,Industrial Transportation,1.522358778,3.570671497,3.29944E+12,1.88206E+12,35.00077256,49.48329329,1,0
SIDO.JK,2018Q2,Food Producers,3.595265194,4.21745454,3.49299E+12,7.3978E+11,6.143953935,7.880542903,0,0
SILO.JK,2018Q2,Health Care Providers,-0.329059489,-0.407916834,7.65972E+12,1.42631E+12,85.15497553,14.62232743,0,0
SIMP.JK,2018Q2,Food Producers,-0.145495171,-0.361280564,3.54727E+13,1.94396E+13,-49.36620448,-18.24103254,0,0
SIPD.JK,2018Q2,Food Producers,0.576430186,1.555216259,2.15827E+12,1.31727E+12,-127.3607826,22.30570499,0,0
SKBM.JK,2018Q2,Food Producers,0.7007188,1.047740359,1.62661E+12,7.11149E+11,-315.7134525,-7.231844723,0,0
SKLT.JK,2018Q2,Food Producers,1.505768111,3.147375562,6.85575E+11,3.27735E+11,21.9606467,9.514568421,0,0
SMAR.JK,2018Q2,Food Producers,-0.925622273,-2.345742595,3.03617E+13,1.9025E+13,-52.05511931,12.3378127,0,0
SMBR.JK,2018Q2,Construction and Materials,0.217144023,0.335662244,5.28415E+12,1.86595E+12,23.56183412,29.95216654,0,0
SMCB.JK,2018Q2,Construction and Materials,-1.075454967,-3.06655754,1.89485E+13,1.23079E+13,-37.44718891,9.243784305,0,0
SMDM.JK,2018Q2,Real Estate Investment and Services Development,0.432626235,0.388527567,3.19544E+12,1.4563E+12,340.4884668,20.03019424,1,0
SMDR.JK,2018Q2,Industrial Transportation,0.053534948,0.747419552,8.61402E+12,5.68715E+12,-64.3034504,21.31089419,1,0
SMGR.JK,2018Q2,Construction and Materials,1.120343099,1.918030367,4.9169E+13,2.01048E+13,27.17016449,5.946226621,0,0
SMMT.JK,2018Q2,"Oil, Gas and Coal",2.325460512,3.441059249,7.55575E+11,3.49862E+11,-114.7951307,111.3383401,0,0
SMRA.JK,2018Q2,Real Estate Investment and Services Development,0.518668064,0.559051685,2.30341E+13,1.51919E+13,-2.885621375,-0.316841447,1,0
SMRU.JK,2018Q2,Industrial Metals and Mining,-0.995685725,-2.413655746,1.86777E+12,1.06237E+12,68.40995785,4.16610972,1,0
SMSM.JK,2018Q2,Automobiles and Parts,4.403991215,5.953751548,2.71377E+12,1.02087E+12,4.79757194,22.91111452,1,0
SOCI.JK,2018Q2,Industrial Transportation,0.426450842,0.855239111,9.2127E+12,4.1788E+12,-30.44140216,0.812658315,1,0
SONA.JK,2018Q2,Travel and Leisure,2.160534453,3.90137866,1.31393E+12,6.20378E+11,174.8175014,42.87926104,1,0
SPMA.JK,2018Q2,Industrial Materials,0.694110975,1.260009231,2.16898E+12,9.69073E+11,-44.20246789,6.629200555,1,0
SRAJ.JK,2018Q2,Health Care Providers,-1.140724677,-1.510755828,2.12599E+12,5.26104E+11,-8.10079416,18.53502702,0,0
SRIL.JK,2018Q2,Personal Goods,3.048362282,8.927161063,1.79842E+13,1.01838E+13,-0.067428813,54.48394323,1,0
SRTG.JK,2018Q2,Investment Banking and Brokerage Services,-3.557973722,-4.663813431,2.51903E+13,4.6593E+12,-165.5018131,-154.5230545,1,0
SSIA.JK,2018Q2,Construction and Materials,-0.544964499,-1.20108497,7.49141E+12,3.80969E+12,-33.30394871,-19.81149225,0,0
SSMS.JK,2018Q2,Food Producers,1.132041099,2.777792208,1.07866E+13,6.29433E+12,16.67404989,23.26499431,0,0
SSTM.JK,2018Q2,Personal Goods,2.688294969,7.383037886,5.95027E+11,3.88634E+11,-121.9243598,129.3920189,1,0
STTP.JK,2018Q2,Food Producers,1.798540919,2.912045388,2.37823E+12,9.76457E+11,151.1578714,-6.580034855,0,0
SUPR.JK,2018Q2,Telecommunications Service Providers,0.891118054,2.779816513,1.20118E+13,8.21225E+12,-3.351213736,2.437276884,0,0
TALF.JK,2018Q2,General Industrials,0.989841707,1.135275896,9.38434E+11,1.36509E+11,1035.872322,84.97088644,1,0
TARA.JK,2018Q2,Real Estate Investment and Services Development,0.032692302,0.024250173,1.12741E+12,1.86006E+11,-51.39118678,10.16975905,1,0
TBIG.JK,2018Q2,Telecommunications Equipment,0.626103536,5.639606978,2.78899E+13,2.35529E+13,6.541956548,5.832392341,0,0
TBLA.JK,2018Q2,Food Producers,1.020747717,3.55341686,1.49138E+13,9.96226E+12,3.672411998,-7.255460939,0,0
TBMS.JK,2018Q2,Industrial Metals and Mining,0.600661123,2.703980993,2.38361E+12,1.82032E+12,-49.70836893,43.5451821,1,0
TCID.JK,2018Q2,Personal Goods,1.075045414,1.347334953,2.32029E+12,5.1413E+11,-13.60633451,-2.753320217,1,0
TELE.JK,2018Q2,Telecommunications Equipment,1.626894038,4.111858628,8.7498E+12,5.40988E+12,-32.38983366,3.279844069,0,0
TFCO.JK,2018Q2,Chemicals,-0.416210202,-0.461745783,4.62478E+12,5.1722E+11,9.150251924,5.133996236,0,0
TGKA.JK,2018Q2,"Personal Care, Drug and Grocery Stores",2.431623915,7.02370673,3.16369E+12,2.27304E+12,34.12427532,12.55100947,0,0
TGRA.JK,2018Q2,Electricity,0.245672466,0.291790034,3.90426E+11,62740009590,-96.48453331,-36.4541488,1,0
TIFA.JK,2018Q2,Finance and Credit Services,0.499804104,2.366565284,1.54533E+12,1.21257E+12,16.36899546,11.98659885,0,0
TINS.JK,2018Q2,Industrial Metals and Mining,0.993944877,1.944422016,1.24601E+13,5.36607E+12,-18.608345,3.925381194,1,0
TIRA.JK,2018Q2,Industrial Engineering,-3.241065746,-6.799523129,3.41749E+11,1.85537E+11,-1019.624415,-23.9165371,1,0
TKIM.JK,2018Q2,Industrial Materials,3.656215323,9.177083581,4.05339E+13,2.20992E+13,95.56598805,15.28442073,1,0
TLKM.JK,2018Q2,Telecommunications Service Providers,2.363912277,3.231785769,2.0196E+14,1.08107E+14,-12.91329757,-2.951604594,0,0
TMAS.JK,2018Q2,Industrial Transportation,1.17914414,3.274467651,2.83886E+12,1.79433E+12,20.61550132,32.49655275,1,0
TOBA.JK,2018Q2,"Oil, Gas and Coal",1.600378938,1.278976759,5.31283E+12,3.01116E+12,146.9614043,30.19060869,0,0
TOPS.JK,2018Q2,Construction and Materials,1.095722464,3.051308582,3.80133E+12,2.39886E+12,-19.66105653,-53.60127137,0,0
TOTL.JK,2018Q2,Construction and Materials,1.530171358,4.917226915,2.95772E+12,1.99886E+12,-18.51928957,-19.51312187,0,0
TOTO.JK,2018Q2,Construction and Materials,2.177193545,3.402643506,2.77252E+12,9.52885E+11,85.63614073,20.30805531,0,0
TOWR.JK,2018Q2,Telecommunications Service Providers,2.606964222,7.529899253,2.38279E+13,1.16147E+13,-6.768956696,8.485711149,0,0
TPIA.JK,2018Q2,Chemicals,1.404825315,2.413305041,4.29327E+13,1.81767E+13,-13.22481057,12.90533153,0,0
TPMA.JK,2018Q2,Industrial Transportation,2.162981009,3.435171656,1.61626E+12,5.9038E+11,79.090493,29.88202326,1,0
TRAM.JK,2018Q2,Industrial Transportation,-4.036850083,-275.0387932,2.17918E+12,2.17706E+12,-335.3940696,-54.5702853,1,0
TRIM.JK,2018Q2,Investment Banking and Brokerage Services,0.810622516,2.01259916,1.93676E+12,1.20277E+12,57.97209493,17.29254567,1,0
TRIS.JK,2018Q2,Personal Goods,1.081628425,1.099199385,5.83129E+11,3.40048E+11,-328.6816668,32.33302449,1,0
TRST.JK,2018Q2,General Industrials,0.293051359,0.495435199,3.88017E+12,1.64807E+12,-2.048462947,8.56242102,1,0
TRUS.JK,2018Q2,Investment Banking and Brokerage Services,1.655098809,1.867387349,2.96952E+11,39438639980,85.65499792,30.81848069,1,0
TSPC.JK,2018Q2,Pharmaceuticals and Biotechnology,1.771240798,2.717831832,7.78613E+12,2.52598E+12,2.142165735,7.369413167,0,0
TURI.JK,2018Q2,Retailers,2.444396982,4.238015673,5.64663E+12,2.34251E+12,3.94219543,5.102072344,1,0
ULTJ.JK,2018Q2,Food Producers,3.642834922,4.482157616,5.40382E+12,1.08371E+12,32.85438905,16.28121049,0,0
UNIC.JK,2018Q2,Chemicals,0.830636072,1.342684717,3.31701E+12,1.08324E+12,-21.78673758,29.45463614,0,0
UNIT.JK,2018Q2,Investment Banking and Brokerage Services,0.024210756,0.040418171,4.28876E+11,2.95041E+11,-9.11363007,-5.800937984,1,0
UNTR.JK,2018Q2,Industrial Engineering,3.537004545,6.037671819,8.88427E+13,3.96055E+13,50.66701467,26.55249798,1,0
UNVR.JK,2018Q2,"Personal Care, Drug and Grocery Stores",8.270793583,28.04184331,2.05261E+13,1.55144E+13,2.779825326,0.183259373,0,0
VICO.JK,2018Q2,Investment Banking and Brokerage Services,0.015197612,-0.057815667,3.02802E+13,2.83807E+13,59.75848978,9.358686119,1,0
VOKS.JK,2018Q2,Technology Hardware & Equipment,0.432689296,1.142640493,2.23118E+12,1.34586E+12,-57.44965769,-0.609071636,0,0
VRNA.JK,2018Q2,Finance and Credit Services,-1.56861996,-5.431786561,1.51726E+12,1.21429E+12,-23.43263667,-30.68619674,0,0
WAPO.JK,2018Q2,Food Producers,1.345794772,1.901078747,1.03947E+11,37149234750,19.3328487,121.3660384,0,0
WEHA.JK,2018Q2,Travel and Leisure,1.418858144,2.600094737,3.4944E+11,1.50347E+11,59.52974309,13.95156875,1,0
WICO.JK,2018Q2,Retailers,0.102993988,0.137090672,3.88067E+11,95860390500,-54.15215951,-1.288151195,1,0
WIIM.JK,2018Q2,Tobacco,0.653849908,0.825095082,1.23273E+12,2.51189E+11,-109.9182515,-4.118807357,1,0
WIKA.JK,2018Q2,Construction and Materials,0.800449706,2.691294667,5.40426E+13,3.73689E+13,18.60858532,18.49730193,0,0
WINS.JK,2018Q2,Industrial Transportation,-1.080687056,-1.814812049,4.44125E+12,2.01131E+12,-77.35444121,18.06266035,1,0
WOMF.JK,2018Q2,Finance and Credit Services,0.578475601,4.82765031,9.33073E+12,8.2775E+12,32.69527755,28.60457543,0,0
WOOD.JK,2018Q2,Household Goods and Home Construction,1.470912378,2.858042349,3.88711E+12,1.85612E+12,-6.103639168,15.05378716,0,0
WSBP.JK,2018Q2,Construction and Materials,1.228170475,2.383992172,1.47003E+13,6.75284E+12,131.2676547,6.885836686,0,0
WSKT.JK,2018Q2,Construction and Materials,1.925696885,9.121858168,1.17604E+14,1.00897E+14,136.3478856,24.94131349,0,0
WTON.JK,2018Q2,Construction and Materials,1.415166431,3.833919737,7.38197E+12,4.4837E+12,29.1091262,10.69520111,0,0
YPAS.JK,2018Q2,Chemicals,-1.526168284,-3.703404027,3.04634E+11,1.77157E+11,-115.916368,-1.143941391,0,0
YULE.JK,2018Q2,Investment Banking and Brokerage Services,0.718585128,0.763896943,3.94501E+11,7682249440,0.365656581,-41.745758,1,0
ZINC.JK,2018Q2,Industrial Metals and Mining,4.696059725,7.701653523,9.24064E+11,3.41621E+11,156.7998009,100.4721962,1,0
