Stocks;Period;ROA;REV;TA;DER;IDX_IC;DiD_Period;DiD_Treatment;Ln_REV;Ln_Assets;ROA_perc;DER_perc
INDF;2020Q2;0.0094234833;19304795000000;102662235000000;0.6828631835;IDXNONCYC;1;0;30.5913746266;32.2624654437;0.9423483274;68.2863183520
INDR;2019Q2;-0.1873154483;2730445978750;10886011928750;0.4208354013;IDXCYCLIC;0;1;28.6354860740;30.0184997717;-18.7315448270;42.0835401320
INDR;2020Q2;0.0552953687;1442996929400;10683369823400;0.4929985182;IDXCYCLIC;1;1;27.9977432678;29.9997094262;5.5295368730;49.2998518180
INDY;2019Q2;0.0315669874;9600850498750;50292434270000;1.6829934925;IDXENERGY;0;1;29.8928728041;31.5488757696;3.1566987413;168.2993492490
INDY;2020Q2;0.0059610953;6911400773000;47766854491800;1.9677010137;IDXENERGY;1;1;29.5641934500;31.4973530942;0.5961095340;196.7701013701
INPS;2019Q2;0.0018219496;93707407820;486147076920;2.1594310243;IDXENERGY;0;1;25.2634430820;26.9097770425;0.1821949640;215.9431024300
INPS;2020Q2;-0.0085623284;70816467270;472382480650;2.0867735639;IDXENERGY;1;1;24.9833573992;26.8810548347;-0.8562328380;208.6773563930
INTD;2019Q2;-0.0000782423;17409234990;53361883300;0.0161442875;IDXBASIC;0;0;23.5802666489;24.7003625322;-0.0078242320;1.6144287460
INTD;2020Q2;-0.0526981380;17055109400;48302687560;0.0084632059;IDXBASIC;1;0;23.5597156673;24.6007530391;-5.2698138037;0.8463205930
INTP;2019Q2;-0.0010725148;3249854000000;25852869000000;0.0051648020;IDXBASIC;0;0;28.8096311882;30.8834426972;-0.1072514800;0.5164802030
INTP;2020Q2;0.0051423992;2812485000000;27037394000000;0.0047830455;IDXBASIC;1;0;28.6650895501;30.9282419867;0.5142399230;0.4783045530
IPOL;2019Q2;-0.0058846786;671161240000;3959357421250;0.5911907521;IDXBASIC;0;0;27.2322752431;29.0071028607;-0.5884678610;59.1190752100
IPOL;2020Q2;0.0220071647;667034715400;3862762597800;0.4968394351;IDXBASIC;1;0;27.2261079286;28.9824037423;2.2007164730;49.6839435050
ISAT;2019Q2;0.0005015252;6245365000000;55862548000000;2.6050733221;IDXINFRA;0;1;29.4628607046;31.6539152894;0.0501525220;260.5073322090
ISAT;2020Q2;0.0129416621;6928626000000;61079475000000;2.2896162441;IDXINFRA;1;1;29.5666826411;31.7431970010;1.2941662070;228.9616244140
ITIC;2019Q2;0.0100434025;41000359930;393004528940;0.6838891903;IDXNONCYC;0;0;24.4368466824;26.6970869728;1.0043402470;68.3889190280
ITIC;2020Q2;-0.8359893146;56010533690;473406053150;0.6346865734;IDXNONCYC;1;0;24.7488056116;26.8832193205;-83.5989314620;63.4686573360
ITMG;2019Q2;-0.0086684677;6210423500000;18704367375000;0.0043045010;IDXENERGY;0;1;29.4572502060;30.5597781620;-0.8668467740;0.4304501010
ITMG;2020Q2;0.0002069798;4065760500000;17422498060000;0.0416937879;IDXENERGY;1;1;29.0336219263;30.4887834789;0.0206979810;4.1693787850
JAYA;2019Q2;0.0035983802;15012023190;91019670150;0.3515902224;IDXTRANS;0;0;23.4321172630;25.2343414756;0.3598380206;35.1590222420
JAYA;2020Q2;-0.0065409190;14870465960;89173343200;0.3161219327;IDXTRANS;1;0;23.4226429325;25.2138479888;-0.6540918970;31.6121932710
JECC;2019Q2;0.1163539565;766097128000;1986383992000;1.2558649944;IDXINDUST;0;1;27.3645747976;28.3173370123;11.6353956470;125.5864994400
JECC;2020Q2;-0.0850786197;284363707000;1512051050000;0.5059176551;IDXINDUST;1;1;26.3735199142;28.0444881563;-8.5078619680;50.5917655100
JGLE;2019Q2;0.0038372342;87141453180;3843887118270;0.2394827468;IDXCYCLIC;0;1;25.1907985339;28.9775052409;0.3837234210;23.9482746820
JGLE;2020Q2;-0.1605147282;96910841130;3408062565640;0.2539484070;IDXCYCLIC;1;1;25.2970572292;28.8571650832;-16.0514728241;25.3948406981
JIHD;2019Q2;-0.0962484289;393285582000;6606689033000;0.0573770040;IDXCYCLIC;0;1;26.6978018567;29.5191037416;-9.6248428860;5.7377004010
JIHD;2020Q2;0.0044192130;427640866000;6844501891000;0.0537758050;IDXCYCLIC;1;1;26.7815495822;29.5544668023;0.4419213000;5.3775805030
JKON;2019Q2;0.0293393391;726562821000;4901161544000;0.4108331360;IDXINFRA;0;1;27.3115907870;29.2204933427;2.9339339129;41.0833136030
JKON;2020Q2;0.0017723974;706507294000;4962759738000;0.3644139274;IDXINFRA;1;1;27.2835993632;29.2329831007;0.1772397380;36.4413927350
JMAS;2019Q2;0.0204264160;3500105140;167684123230;0.3922494274;IDXFINANCE;0;1;21.9760588450;25.8453478277;2.0426416008;39.2249427370
JMAS;2020Q2;0.0100603382;4021649620;179505976100;0.4958939932;IDXFINANCE;1;1;22.1149580086;25.9134743374;1.0060338240;49.5893993190
JPFA;2019Q2;0.0040418278;9677971000000;25216487000000;0.8970968865;IDXNONCYC;0;0;29.9008733878;30.8585191426;0.4041827840;89.7096886460
JPFA;2020Q2;-0.0408879139;7830710000000;27796365000000;1.0963883140;IDXNONCYC;1;0;29.6890742987;30.9559263727;-4.0887913900;109.6388314040
JRPT;2019Q2;0.0043503194;566511243000;11026479576000;0.0036376252;IDXPROPERT;0;0;27.0627627636;30.0313207302;0.4350319400;0.3637625160
JRPT;2020Q2;-0.0017500439;518697844000;11664690691000;0.0166369537;IDXPROPERT;1;0;26.9745873617;30.0875875051;-0.1750043920;1.6636953690
JSKY;2019Q2;0.0096556796;91488429370;570650645590;1.5498668554;IDXENERGY;0;1;25.2394783463;27.0700430303;0.9655679630;154.9866855359
JSKY;2020Q2;-0.0070412726;25038192990;536005715170;0.7851302569;IDXENERGY;1;1;23.9436682156;27.0074106606;-0.7041272590;78.5130256913
JSMR;2019Q2;0.0044590455;7635405617000;86187981408000;1.9797524896;IDXINFRA;0;1;29.6638171792;32.0875518571;0.4459045540;197.9752489580
JSMR;2020Q2;-0.0636763938;4178114000000;101102108000000;2.9168050038;IDXINFRA;1;1;29.0608810645;32.2471520924;-6.3676393820;291.6805003820
JSPT;2019Q2;0.0041372359;425838912000;5048597273000;0.4524107640;IDXCYCLIC;0;1;26.7773269709;29.2501315529;0.4137235902;45.2410763990
JSPT;2020Q2;-0.0012100288;355123350000;5591218715000;0.5935797520;IDXCYCLIC;1;1;26.5957310309;29.3522183963;-0.1210028820;59.3579751970
JTPE;2019Q2;0.0045780403;228765337830;1039405338160;0.3323884984;IDXINDUST;0;1;26.1559625895;27.6696698753;0.4578040300;33.2388498410
JTPE;2020Q2;-0.0332084142;193151270080;1172598134370;0.2293152600;IDXINDUST;1;1;25.9867395017;27.7902430305;-3.3208414240;22.9315259970
KAEF;2019Q2;0.0019014116;2709991058540;16797529135000;0.9231642671;IDXHEALTH;0;1;28.6279664514;30.4522529162;0.1901411610;92.3164267070
KAEF;2020Q2;-0.0039960186;2285524075000;17513999167000;1.1812100252;IDXHEALTH;1;1;28.4576164685;30.4940216295;-0.3996018620;118.1210025180
KBLI;2019Q2;0.0234691251;844450533000;3064089466000;0.0985080604;IDXINDUST;0;1;27.4619519960;28.7507715665;2.3469125110;9.8508060400
KBLI;2020Q2;-0.0169254664;388259531000;2986677047000;0.0264073471;IDXINDUST;1;1;26.6849398473;28.7251825298;-1.6925466397;2.6407347100
KBLM;2019Q2;0.0041643451;239891752280;1301908358060;0.1337529345;IDXINDUST;0;1;26.2034536264;27.8948522717;0.4164345071;13.3752934540
KBLM;2020Q2;-0.0091276128;184089841990;1156715579150;0.0587512642;IDXINDUST;1;1;25.9386897471;27.7766057078;-0.9127612750;5.8751264190
KBLV;2019Q2;0.0060556967;288096000000;7026611000000;1.1264009876;IDXINFRA;0;1;26.3865595949;29.5807256287;0.6055696712;112.6400987630
KBLV;2020Q2;0.0047165008;121276000000;7174495000000;1.5219721452;IDXINFRA;1;1;25.5213347768;29.6015534918;0.4716500800;152.1972145240
KBRI;2019Q2;0.0469821311;16568007640;1171234610860;2.3726602783;IDXBASIC;0;0;23.5307394222;27.7890795313;4.6982131110;237.2660278340
KBRI;2020Q2;-0.0528245705;1043938320;1058927511760;4.3783638756;IDXBASIC;1;0;20.7662662442;27.6882777305;-5.2824570490;437.8363875560
KDSI;2019Q2;0.0242722509;574960993960;1432679405700;0.8161059203;IDXBASIC;0;0;27.0775680389;27.9905675173;2.4272250900;81.6105920330
KDSI;2020Q2;0.0047082479;510718080140;1270894358620;0.3645029021;IDXBASIC;1;0;26.9590835726;27.8707419879;0.4708247880;36.4502902070
KIAS;2019Q2;0.0256978294;209241552400;1675330535600;0.0154428053;IDXINDUST;0;1;26.0667551747;28.1470315964;2.5697829440;1.5442805250
KIAS;2020Q2;-0.0019354661;135320622560;1115179028380;0.0516036711;IDXINDUST;1;1;25.6309127815;27.7400360715;-0.1935466130;5.1603671050
KICI;2019Q2;0.0256348537;23513038700;154088747770;0.1109155353;IDXCYCLIC;0;1;23.8808209425;25.7607945576;2.5634853670;11.0915535290
KICI;2020Q2;-0.0019372776;20864497000;152818996760;0.0551148591;IDXCYCLIC;1;1;23.7613148433;25.7525200303;-0.1937277550;5.5114859050
KIJA;2019Q2;0.0282491922;300818612630;11952676457400;0.8055176565;IDXPROPERT;0;0;26.4297733042;30.1119763406;2.8249192150;80.5517656470
KIJA;2020Q2;0.0015584798;777806135440;12276775046990;0.8269573809;IDXPROPERT;1;0;27.3797431468;30.1387303858;0.1558479800;82.6957380850
KINO;2019Q2;0.0138992227;1220699459310;4603632865380;0.3643406996;IDXNONCYC;0;0;27.8304451377;29.1578668611;1.3899222650;36.4340699610
KINO;2020Q2;-0.0789426744;1080663317140;5266005357050;0.5725229831;IDXNONCYC;1;0;27.7085961511;29.2922931943;-7.8942674440;57.2522983080
KIOS;2019Q2;0.0020213802;604411886820;249644757380;1.2206085631;IDXTECHNO;0;1;27.1275217343;26.2433047738;0.2021380170;122.0608563060
KIOS;2020Q2;-0.0001034729;868728048020;274525987810;1.3653076531;IDXTECHNO;1;1;27.4902959650;26.3383117667;-0.0103472900;136.5307653060
KKGI;2019Q2;0.0002810475;297545393750;1685687537500;0.0925383854;IDXENERGY;0;1;26.4188326343;28.1531946306;0.0281047470;9.2538385360
KKGI;2020Q2;-0.0079652961;470749777200;1753801015200;0.0856956455;IDXENERGY;1;1;26.8775925312;28.1928065571;-0.7965296080;8.5695645510
KLBF;2019Q2;0.0064960326;5813153356610;18813050576860;0.0508029311;IDXHEALTH;0;1;29.3911442860;30.5655719246;0.6496032582;5.0802931090
KLBF;2020Q2;0.0082191876;5808899010370;22091102524240;0.1035839774;IDXHEALTH;1;1;29.3904121698;30.7261960427;0.8219187610;10.3583977350
KMTR;2019Q2;0.0004209356;2748885053080;4742857467630;1.4512571039;IDXBASIC;0;0;28.6422165102;29.1876609113;0.0420935586;145.1257103930
KMTR;2020Q2;0.0077678101;1510306301570;4370394819860;1.2359622027;IDXBASIC;1;0;28.0433335949;29.1058744687;0.7767810148;123.5962202650
KOBX;2019Q2;-0.0026685616;352949707500;1820334646650;0.3536792882;IDXINDUST;0;1;26.5895914121;28.2300414719;-0.2668561570;35.3679288170
KOBX;2020Q2;0.0029469873;212092829000;1870682866000;1.5075319971;IDXINDUST;1;1;26.0802898884;28.2573246491;0.2946987340;150.7531997110
KONI;2019Q2;0.0218197723;31001508070;123043286680;6.8728183658;IDXINDUST;0;1;24.1573016877;25.5358020546;2.1819772253;687.2818365840
KONI;2020Q2;0.0102018132;29422849290;110909891850;43.8959409916;IDXINDUST;1;1;24.1050373962;25.4319839234;1.0201813178;4389.5940991620
KPAL;2019Q2;0.0265704152;68067876140;753736481780;2.3344500572;IDXINDUST;0;1;24.9437712228;27.3483086502;2.6570415159;233.4450057160
KPAL;2020Q2;-0.0262159809;23666435290;756289935460;2.1502707443;IDXINDUST;1;1;23.8873236488;27.3516906521;-2.6215980920;215.0270744300
KPAS;2019Q2;0.0131883774;19370800520;230724365280;0.5556581526;IDXNONCYC;0;0;23.6870326413;26.1644896111;1.3188377440;55.5658152630
KPAS;2020Q2;0.0104320108;20537859580;255330406690;0.4685600825;IDXNONCYC;1;0;23.7455358286;26.2658242559;1.0432010820;46.8560082540
KPIG;2019Q2;0.0222428879;249331622490;17439381562070;0.3093469596;IDXCYCLIC;0;1;26.2420496646;30.4897520729;2.2242887925;30.9346959630
KPIG;2020Q2;-0.0050558217;222668547240;28879621185860;0.2295345095;IDXCYCLIC;1;1;26.1289501675;30.9941573130;-0.5055821671;22.9534509520
KRAH;2019Q2;-0.0019951281;32008938490;645953214550;2.6453263600;IDXINDUST;0;1;24.1892810286;27.1939929148;-0.1995128144;264.5326360040
KRAH;2020Q2;0.0277929735;70668302990;606055631090;6.0967921583;IDXINDUST;1;1;24.9812629782;27.1302376193;2.7792973480;609.6792158280
KREN;2019Q2;0.0033382111;1712967207340;3515345289420;0.1019982026;IDXFINANCE;0;1;28.1692481917;28.8881588695;0.3338211090;10.1998202620
KREN;2020Q2;-0.0089243917;3326619738750;4304816122780;0.0847347156;IDXFINANCE;1;1;28.8329778109;29.0907555404;-0.8924391736;8.4734715630
LINK;2019Q2;-0.0109722262;891475000000;6151357000000;0.0177234348;IDXINFRA;0;1;27.5161432312;29.4476938238;-1.0972226236;1.7723434770
LINK;2020Q2;0.0031346711;958997000000;6912232000000;0.2377801886;IDXINFRA;1;1;27.5891537836;29.5643137117;0.3134671140;23.7780188590
LION;2019Q2;0.0075588070;89957519720;691330635800;0.0732726020;IDXINDUST;0;1;25.2226033927;27.2618840351;0.7558806970;7.3272602040
LION;2020Q2;0.0492148641;78638083730;699496676060;0.0726340260;IDXINDUST;1;1;25.0881219449;27.2736268792;4.9214864110;7.2634025990
LMAS;2019Q2;0.0026890025;29440741180;453984850120;3.2260146681;IDXTECHNO;0;1;24.1056453064;26.8413296647;0.2689002490;322.6014668060
LMAS;2020Q2;0.0465184102;28371576610;379566361870;2.4585832203;IDXTECHNO;1;1;24.0686536574;26.6622952851;4.6518410240;245.8583220340
LMPI;2019Q2;0.0027164016;106993231750;788139730150;0.9179143196;IDXCYCLIC;0;1;25.3960314147;27.3929412336;0.2716401630;91.7914319610
LMPI;2020Q2;-0.0160469009;100642244540;731957628920;1.0108004464;IDXCYCLIC;1;1;25.3348379323;27.3189884652;-1.6046900850;101.0800446380
LMSH;2019Q2;0.0021035998;48486610240;157124291620;0.0322129294;IDXBASIC;0;0;24.6045535192;25.7803029955;0.2103599812;3.2212929410
LMSH;2020Q2;0.0964473155;28604630980;142248982580;0.0563732976;IDXBASIC;1;0;24.0768344640;25.6808447576;9.6447315514;5.6373297550
LPCK;2019Q2;0.0153444395;390789000000;8703406000000;0.0637945526;IDXPROPERT;0;0;26.6914336093;29.7947355592;1.5344439539;6.3794552610
LPCK;2020Q2;0.0149581158;561693000000;13899475000000;0.0631980195;IDXPROPERT;1;0;27.0542212742;30.2628721856;1.4958115798;6.3198019510
LPGI;2019Q2;0.0107439812;263469531830;2385981870680;0.0037084645;IDXFINANCE;0;1;26.2972035695;28.5006318414;1.0743981165;0.3708464540
LPGI;2020Q2;0.0556451933;282559561490;2547274735050;0.0038756744;IDXFINANCE;1;1;26.3671552024;28.5660451722;5.5645193285;0.3875674393
LPKR;2019Q2;0.0613098960;2828008000000;53832202000000;0.6087835059;IDXPROPERT;0;0;28.6705936928;31.6168929542;6.1309896030;60.8783505850
LPKR;2020Q2;0.0201574745;3066077000000;61834421000000;0.5512707996;IDXPROPERT;1;0;28.7514200102;31.7554812994;2.0157474490;55.1270799620
LPLI;2019Q2;0.0419145769;17759000000;1311731000000;0.2040612714;IDXPROPERT;0;0;23.6001582666;27.9023687549;4.1914576880;20.4061271430
LPLI;2020Q2;0.0375858456;5170000000;1004419000000;0.2345113449;IDXPROPERT;1;0;22.3661385255;27.6354303808;3.7585845597;23.4511344900
LPPF;2019Q2;-0.0127892482;4022953000000;5220296000000;0.0586071999;IDXCYCLIC;0;1;29.0230373260;29.2835752212;-1.2789248220;5.8607199890
LPPF;2020Q2;0.0164595601;703975000000;8680864000000;5.2812921859;IDXCYCLIC;1;1;27.2800086811;29.7921421788;1.6459560120;528.1292185890
LRNA;2019Q2;0.0293216890;27552473630;312059443280;0.0581128093;IDXTRANS;0;0;24.0393581554;26.4664595299;2.9321689000;5.8112809250
LRNA;2020Q2;0.0046482130;35053952640;302636796680;0.0582727470;IDXTRANS;1;0;24.2801542155;26.4357992326;0.4648212980;5.8272746980
LTLS;2019Q2;0.0153439057;1575546000000;6192560000000;1.4248290860;IDXBASIC;0;0;28.0856229948;29.4543696874;1.5343905680;142.4829085960
LTLS;2020Q2;0.0006734834;1327018000000;6029827000000;1.3207920615;IDXBASIC;1;0;27.9139554356;29.4277394364;0.0673483360;132.0792061450
MABA;2019Q2;0.0018859789;11316809240;2334911714560;1.9407314362;IDXCYCLIC;0;1;23.1495550007;28.4789951967;0.1885978880;194.0731436200
MABA;2020Q2;0.0377435287;9888039600;2302845938080;2.9362843164;IDXCYCLIC;1;1;23.0145917425;28.4651668383;3.7743528737;293.6284316420
MAGP;2019Q2;0.0197037756;174274475050;1301381665690;1.1766026332;IDXNONCYC;0;0;25.8838973361;27.8944476358;1.9703775588;117.6602633170
MAGP;2020Q2;0.0212216724;45867149310;1280123891770;1.5811764212;IDXNONCYC;1;0;24.5490149965;27.8779779796;2.1221672381;158.1176421160
MAIN;2019Q2;0.0246142206;1927343881000;4599675653000;0.9769118537;IDXNONCYC;0;0;28.2871639435;29.1570069067;2.4614220595;97.6911853670
MAIN;2020Q2;0.0335815394;1500181339000;4992718600000;1.1938320388;IDXNONCYC;1;0;28.0366071094;29.2390016870;3.3581539444;119.3832038800
MAMI;2019Q2;0.0236359383;40378652230;994892026750;0.3896182186;IDXCYCLIC;0;1;24.4215670721;27.6259000524;2.3635938258;38.9618218582
MAMI;2020Q2;0.0262202672;10301472710;1761230920630;0.2281785594;IDXCYCLIC;1;1;23.0555527035;28.1970340672;2.6220267190;22.8178559355
MAPA;2019Q2;0.0034735951;1956249000000;3747569000000;0.0013771342;IDXCYCLIC;0;1;28.3020499801;28.9521284790;0.3473595110;0.1377134230
MAPA;2020Q2;0.0068165812;653450000000;5390244000000;0.4693044158;IDXCYCLIC;1;1;27.2055318560;29.3156117688;0.6816581160;46.9304415750
MAPB;2019Q2;0.0012669903;735380000000;1943210000000;0.0017225418;IDXCYCLIC;0;1;27.3236532094;28.2953623608;0.1266990276;0.1722541800
MAPB;2020Q2;-0.0512527133;281958000000;2655812000000;0.5242628563;IDXCYCLIC;1;1;26.3650239606;28.6077715619;-5.1252713250;52.4262856310
MAPI;2019Q2;0.0127500144;5336466000000;12781931000000;0.2860072046;IDXCYCLIC;0;1;29.3055847521;30.1790536489;1.2750014420;28.6007204610
MAPI;2020Q2;0.0413843895;2083489000000;18746243000000;1.3854527085;IDXCYCLIC;1;1;28.3650650082;30.5620144749;4.1384389450;138.5452708450
MARK;2019Q2;0.0006019060;88060958010;379746156030;0.2636863146;IDXINDUST;0;1;25.2012951163;26.6627688560;0.0601906008;26.3686314570
MARK;2020Q2;0.0018225524;96815016470;489459989600;0.3993545224;IDXINDUST;1;1;25.2960679480;26.9165685583;0.1822552429;39.9354522380
MASA;2019Q2;0.0103078541;1290714354150;8449867245300;0.5298445501;IDXCYCLIC;0;1;27.8862169439;29.7651718466;1.0307854110;52.9844550140
MASA;2020Q2;0.0035380455;974801940000;6975984024000;0.8897849547;IDXCYCLIC;1;1;27.6055001488;29.5734945124;0.3538045510;88.9784954720
MAYA;2019Q2;0.0121992864;787864037000;86971893000000;0.2532106653;IDXFINANCE;0;1;27.3925913700;32.0966061134;1.2199286400;25.3210665280
MAYA;2020Q2;-0.0122783260;872120000000;93408831000000;0.2218717289;IDXFINANCE;1;1;27.4941928661;32.1680070070;-1.2278325980;22.1871728900
MBAP;2019Q2;0.0191874773;882854875000;2614713921250;0.0866867014;IDXENERGY;0;1;27.5064266696;28.5921758083;1.9187477260;8.6686701370
MBAP;2020Q2;0.0045572612;855319733200;3072981264800;0.0966007395;IDXENERGY;1;1;27.4747411929;28.7536693023;0.4557261240;9.6600739450
MCAS;2019Q2;0.0075112048;1557171508780;1449199404930;0.2301694884;IDXTECHNO;0;1;28.0738921561;28.0020323853;0.7511204810;23.0169488360
MCAS;2020Q2;0.0168232848;3218154979550;2240267222700;0.1966088570;IDXTECHNO;1;1;28.7998293235;28.4376162705;1.6823284778;19.6608857030
MDIA;2019Q2;0.0150331027;346561760000;5586434010000;0.6638136368;IDXCYCLIC;0;1;26.5713268792;29.3513622765;1.5033102650;66.3813636770
MDIA;2020Q2;0.0808540681;337831758000;6163742522000;0.8767393632;IDXCYCLIC;1;1;26.5458138511;29.4497052613;8.0854068142;87.6739363210
MDKA;2019Q2;0.0000302567;1413441431250;12561937952500;0.7098499250;IDXBASIC;0;0;27.9770485780;30.1616925606;0.0030256686;70.9849924990
MDKA;2020Q2;0.0410558961;1347447835400;13353964093800;0.5099098474;IDXBASIC;1;0;27.9292334268;30.2228343926;4.1055896064;50.9909847430
MDKI;2019Q2;0.0072911788;80944000000;931636000000;0.0062262236;IDXBASIC;0;0;25.1170233945;27.5602080174;0.7291178830;0.6226223610
MDKI;2020Q2;0.0267619305;82938000000;916820000000;0.0147624537;IDXBASIC;1;0;25.1413591777;27.5441769977;2.6761930460;1.4762453670
MDLN;2019Q2;0.0117236483;433044714770;15227479982230;0.8466877258;IDXPROPERT;0;0;26.7941068270;30.3541228051;1.1723648310;84.6687725820
MDLN;2020Q2;0.0006181553;809100622450;16125557867480;0.7866731273;IDXPROPERT;1;0;27.4191891251;30.4114265744;0.0618155260;78.6673127330
MEDC;2019Q2;0.0319994915;4566180225000;75503160156250;2.3027615199;IDXENERGY;0;1;29.1496981343;31.9551956277;3.1999491530;230.2761519890
MEDC;2020Q2;-0.0030767212;5862156095200;83370752853200;2.6703944375;IDXENERGY;1;1;29.3995385862;32.0543186786;-0.3076721150;267.0394437530
MEGA;2019Q2;0.0180412962;1474635000000;84277675000000;0.0840340699;IDXFINANCE;0;1;28.0194316175;32.0651381179;1.8041296150;8.4034069900
MEGA;2020Q2;0.0019721026;1531218000000;99236119000000;0.5995249868;IDXFINANCE;1;1;28.0570846131;32.2285231668;0.1972102570;59.9524986770
MERK;2019Q2;0.0137576377;163161731000;1252934508000;0.0370941674;IDXHEALTH;0;1;25.8180077606;27.8565095223;1.3757637738;3.7094167380
MERK;2020Q2;0.0011608800;162246837000;964061993000;0.0171215166;IDXHEALTH;1;1;25.8123846977;27.5944214376;0.1160880000;1.7121516570
META;2019Q2;0.0013313156;139913910060;4305691117100;0.4309584104;IDXINFRA;0;1;25.6642931423;29.0909587792;0.1331315550;43.0958410360
META;2020Q2;0.0047598617;519787209160;5077399779310;0.5224976803;IDXINFRA;1;1;26.9766853516;29.2558203920;0.4759861730;52.2497680260
MFIN;2019Q2;0.0136549370;408394000000;4160310000000;0.8146717560;IDXFINANCE;0;1;26.7354982317;29.0566107067;1.3654936950;81.4671756010
MFIN;2020Q2;-0.0136609732;354602000000;4573074000000;0.8893204553;IDXFINANCE;1;1;26.5942618707;29.1512067424;-1.3660973160;88.9320455300
MFMI;2019Q2;-0.0407957478;33209234310;278456689570;0.0373082723;IDXINDUST;0;1;24.2260938161;26.3525283710;-4.0795747770;3.7308272260
MFMI;2020Q2;-0.0084513143;34129003990;366168276110;1.2560181475;IDXINDUST;1;1;24.2534134166;26.6263588355;-0.8451314319;125.6018147533
MGRO;2019Q2;0.0031432004;373049061350;1166432336130;0.6794630879;IDXNONCYC;0;0;26.6449757797;27.7849709208;0.3143200430;67.9463087920
MGRO;2020Q2;-0.0027109786;685274975260;1379981231340;0.8826469804;IDXNONCYC;1;0;27.2530860184;27.9530910145;-0.2710978588;88.2646980430
MICE;2019Q2;0.0096977278;183632313810;1007267488460;0.4060190291;IDXCYCLIC;0;1;25.9362013008;27.6382623234;0.9697727760;40.6019029120
MICE;2020Q2;0.0206270067;145226842010;1021654294820;0.3051090302;IDXCYCLIC;1;1;25.7015627846;27.6524442871;2.0627006720;30.5109030240
MIDI;2019Q2;0.0014745932;2628085000000;5242929000000;2.0591893931;IDXNONCYC;0;0;28.5972765600;29.2879014276;0.1474593240;205.9189393060
MIDI;2020Q2;0.0052118217;3148023000000;5568427000000;1.6679685427;IDXNONCYC;1;0;28.7777957527;29.3481337242;0.5211821700;166.7968542700
MIRA;2019Q2;-0.0207829147;32346553240;353818214400;0.3346053976;IDXTRANS;0;0;24.1997733063;26.5920490995;-2.0782914690;33.4605397570
MIRA;2020Q2;-0.0208272683;18845046290;329370565370;0.3327036294;IDXTRANS;1;0;23.6595159200;26.5204492924;-2.0827268310;33.2703629390
MKPI;2019Q2;0.0000738608;412782153760;7152916711800;0.1195477921;IDXPROPERT;0;0;26.7461858180;29.5985413212;0.0073860840;11.9547792060
MKPI;2020Q2;-0.0077174731;432534766590;7526719159060;0.1015459139;IDXPROPERT;1;0;26.7929285453;29.6494803601;-0.7717473120;10.1545913920
MLBI;2019Q2;-0.0095213579;795598000000;2804869000000;1.9104751352;IDXNONCYC;0;0;27.4023598701;28.6623779515;-0.9521357949;191.0475135170
MLBI;2020Q2;-0.0165604306;172351000000;3472964000000;1.1594894271;IDXNONCYC;1;0;25.8727989320;28.8760295240;-1.6560430590;115.9489427110
MLIA;2019Q2;-0.0140402282;876498708000;5246809678000;0.6673259698;IDXINDUST;0;1;27.4992010673;29.2886413274;-1.4040228169;66.7325969820
MLIA;2020Q2;-0.0101757560;734191309000;5725090238000;0.7562632979;IDXINDUST;1;1;27.3220354706;29.3758794273;-1.0175756040;75.6263297906
MLPL;2019Q2;-0.0147605426;3812985000000;17160902000000;0.9427683521;IDXINDUST;0;1;28.9694334629;30.4736547727;-1.4760542596;94.2768352110
MLPL;2020Q2;-0.0003693944;3088619000000;15283901000000;0.8719152149;IDXINDUST;1;1;28.7587451814;30.3578211681;-0.0369394430;87.1915214920
MLPT;2019Q2;-0.0058101504;470666000000;2106052000000;0.1927685960;IDXTECHNO;0;1;26.8774145499;28.3758362207;-0.5810150428;19.2768596000
MLPT;2020Q2;-0.0116391683;508917000000;2181336000000;0.1682951849;IDXTECHNO;1;1;26.9555507754;28.4109586491;-1.1639168273;16.8295184920
MMLP;2019Q2;-0.0019961841;79100572000;6091322807000;0.1447952864;IDXPROPERT;0;0;25.0939859430;29.4378863838;-0.1996184056;14.4795286400
MMLP;2020Q2;0.0082532645;88962560000;6755553584000;0.1930597088;IDXPROPERT;1;0;25.2114814440;29.5413860357;0.8253264522;19.3059708830
MNCN;2019Q2;-0.0585904983;1913869000000;16339552000000;0.4691050476;IDXCYCLIC;0;1;28.2801479636;30.4246097876;-5.8590498267;46.9105047620
MNCN;2020Q2;-0.0060206579;2082280000000;17836430000000;0.3898052562;IDXCYCLIC;1;1;28.3644845632;30.5122641109;-0.6020657910;38.9805256150
MOLI;2019Q2;0.0193860434;283517002000;1842539930000;0.5057023787;IDXBASIC;0;0;26.3705379301;28.2421661324;1.9386043430;50.5702378740
MOLI;2020Q2;-0.0474617573;374612782000;1934316797000;0.5537450128;IDXBASIC;1;0;26.6491587481;28.2907753036;-4.7461757330;55.3745012840
MPMX;2019Q2;-0.0500758322;4124516000000;9625391000000;0.0515468794;IDXCYCLIC;0;1;29.0479697955;29.8954256187;-5.0075832152;5.1546879420
MPMX;2020Q2;-0.0127687215;1738143000000;8714116000000;0.1142836220;IDXCYCLIC;1;1;28.1838384179;29.7959653554;-1.2768721530;11.4283622020
MPOW;2019Q2;0.0082302843;15637127000;305344764000;0.9562461808;IDXINFRA;0;1;23.4729138595;26.4447073489;0.8230284280;95.6246180750
