Stocks;Period;ROA;REV;TA;DER;IDX_IC;DiD_Period;DiD_Treatment;Ln_REV;Ln_Assets;ROA_perc;DER_perc
MPOW;2020Q2;-0.0172755226;11690102000;268476850000;0.8618399667;IDXINFRA;1;1;23.1820083378;26.3160305274;-1.7275522640;86.1839966660
MPPA;2019Q2;-0.0031007323;1992553000000;5044620000000;1.4538616941;IDXNONCYC;0;0;28.3204378470;29.2493434448;-0.3100732280;145.3861694100
MPPA;2020Q2;0.0083289401;1950899000000;5586292000000;5.6684276432;IDXNONCYC;1;0;28.2993114079;29.3513368556;0.8328940131;566.8427643150
MPRO;2019Q2;0.0022421161;12439859000;2050319647000;0.6000280950;IDXPROPERT;0;0;23.2441715898;28.3490168223;0.2242116090;60.0028094960
MPRO;2020Q2;0.0401157009;83280539000;1767366064000;0.2975873066;IDXPROPERT;1;0;25.1454807334;28.2005114548;4.0115700890;29.7587306630
MRAT;2019Q2;0.0186247908;61994621160;511887783870;0.1518594020;IDXNONCYC;0;0;24.8503134627;26.9613712658;1.8624790750;15.1859401980
MRAT;2020Q2;-0.0029031743;82849244640;532762948000;0.1500842101;IDXNONCYC;1;0;25.1402884636;27.0013424117;-0.2903174310;15.0084210130
MREI;2019Q2;-0.0109070096;300974899980;3560391005360;0.0005072491;IDXFINANCE;0;1;26.4302927094;28.9008914877;-1.0907009580;0.0507249050
MREI;2020Q2;0.0080294332;379422489130;4079237676080;0.0019225468;IDXFINANCE;1;1;26.6619161682;29.0369312428;0.8029433190;0.1922546810
MSIN;2019Q2;0.0245560076;386759000000;1952219000000;0.3582059467;IDXCYCLIC;0;1;26.6810675970;28.2999877902;2.4556007630;35.8205946660
MSIN;2020Q2;-0.0093681666;413737000000;2099735000000;0.2989590446;IDXCYCLIC;1;1;26.7484963432;28.3728322622;-0.9368166590;29.8959044630
MSKY;2019Q2;0.0069627063;650274000000;4893410000000;0.9951772392;IDXCYCLIC;0;1;27.2006596495;29.2189105179;0.6962706270;99.5177239230
MSKY;2020Q2;-0.0118098494;646706000000;4359635000000;0.2743602386;IDXCYCLIC;1;1;27.1951576232;29.1034094542;-1.1809849430;27.4360238640
MTDL;2019Q2;-0.0078273602;2925037000000;5166211000000;0.1277085884;IDXTECHNO;0;1;28.7043282461;29.2731606537;-0.7827360150;12.7708588410
MTDL;2020Q2;-0.0021753985;2812435000000;5559709000000;0.0115504431;IDXTECHNO;1;1;28.6650717721;29.3465668847;-0.2175398480;1.1550443080
MTLA;2019Q2;0.0022367091;340387737000;5224297459000;0.3136332736;IDXPROPERT;0;0;26.5533512077;29.2843414471;0.2236709080;31.3633273590
MTLA;2020Q2;-0.0306244002;128566000000;5810985000000;0.3025228591;IDXPROPERT;1;0;25.5797082281;29.3907712077;-3.0624400160;30.2522859070
MTRA;2019Q2;0.0101028930;50459131900;259232611190;0.6037417300;IDXINFRA;0;1;24.6444295763;26.2809916083;1.0102892980;60.3741729980
MTRA;2020Q2;-0.0282928893;96724095120;348374471100;0.9441299684;IDXINFRA;1;1;25.2951283823;26.5765438046;-2.8292889280;94.4129968350
MYOH;2019Q2;-0.0087368616;850604251250;2009432528750;0.0933230442;IDXENERGY;0;1;27.4692128177;28.3288734741;-0.8736861613;9.3323044160
MYOH;2020Q2;-0.0012455207;681297384800;2268712367600;0.0464627951;IDXENERGY;1;1;27.2472647362;28.4502335475;-0.1245520660;4.6462795064
MYOR;2019Q2;0.0004948523;6044731004250;17681962890880;0.5708301164;IDXNONCYC;0;0;29.4302081001;30.5035661902;0.0494852330;57.0830116390
MYOR;2020Q2;-0.0003023344;5702740878040;18350730146870;0.4082815784;IDXNONCYC;1;0;29.3719680310;30.5406904797;-0.0302334397;40.8281578360
MYRX;2019Q2;-0.0083502835;65550199440;10008169293650;0.3211459716;IDXPROPERT;0;0;24.9060820897;29.9344228048;-0.8350283491;32.1145971610
MYRX;2020Q2;0.0063553314;115627202180;11625186862980;0.4083779361;IDXPROPERT;1;0;25.4736370785;30.0841951415;0.6355331420;40.8377936130
MYTX;2019Q2;-0.0099523156;594870000000;3747570000000;8.8225136602;IDXCYCLIC;0;1;27.1116087312;28.9521287459;-0.9952315561;882.2513660180
MYTX;2020Q2;-0.0015711285;491813000000;3686259000000;6.0670981720;IDXCYCLIC;1;1;26.9213643999;28.9356332386;-0.1571128470;606.7098171950
NASA;2019Q2;0.0001494966;6173041360;1168208737520;0.0728729790;IDXCYCLIC;0;1;22.5434574805;27.7864926980;0.0149496550;7.2872979000
NASA;2020Q2;0.0035346156;11371449580;1143270654350;0.0498830580;IDXCYCLIC;1;1;23.1543716282;27.7649142657;0.3534615570;4.9883058000
NELY;2019Q2;-0.0022756994;62081935820;498143591120;0.0847497219;IDXTRANS;0;0;24.8517208950;26.9341542080;-0.2275699438;8.4749721930
NELY;2020Q2;0.0012713442;60705218870;549795872940;0.1220592564;IDXTRANS;1;0;24.8292955094;27.0328129062;0.1271344220;12.2059256370
NFCX;2019Q2;0.0027243677;988089788970;531535643970;0.0786874015;IDXTECHNO;0;1;27.6190394101;26.9990360955;0.2724367710;7.8687401470
NFCX;2020Q2;0.0003587425;2183482885480;1341118244980;0.0090690290;IDXTECHNO;1;1;28.4119423717;27.9245248931;0.0358742490;0.9069029000
NIKL;2019Q2;-0.0076148305;458089570000;1686183033750;1.2026877396;IDXBASIC;0;0;26.8503305696;28.1534885306;-0.7614830539;120.2687739590
NIKL;2020Q2;-0.6012825768;449775987200;1945586043000;1.3607198097;IDXBASIC;1;0;26.8320154895;28.2965843551;-60.1282576830;136.0719809653
NIRO;2019Q2;0.0064859869;118463335550;7555705400510;0.4177393083;IDXPROPERT;0;0;25.4978693450;29.6533240760;0.6485986930;41.7739308270
NIRO;2020Q2;0.0030061357;143861714970;8238835052520;0.5241168560;IDXPROPERT;1;0;25.6921183624;29.7398800727;0.3006135710;52.4116856030
NOBU;2019Q2;-0.0343967938;118910000000;11793981000000;0.1250409191;IDXFINANCE;0;1;25.5016327414;30.0986104325;-3.4396793830;12.5040919080
NOBU;2020Q2;-0.0372044836;146251000000;13147503000000;0.9412510234;IDXFINANCE;1;1;25.7085901606;30.2072529706;-3.7204483640;94.1251023440
NRCA;2019Q2;-0.0039326101;584956802290;2338323042490;0.0070337378;IDXINFRA;0;1;27.0948038392;28.4804551399;-0.3932610130;0.7033737810
NRCA;2020Q2;0.0016409244;653355132420;2444183119450;0.1204901619;IDXINFRA;1;1;27.2053866659;28.5247320806;0.1640924430;12.0490161880
OMRE;2019Q2;0.0002422385;45210949350;4252706473040;0.0207841001;IDXPROPERT;0;0;24.5346051367;29.0785767134;0.0242238500;2.0784100090
OMRE;2020Q2;-0.0019036521;47646272880;4234319812440;0.0215501852;IDXPROPERT;1;0;24.5870702453;29.0742438201;-0.1903652120;2.1550185164
PALM;2019Q2;0.0033179944;51302291000;1992544414000;0.1365345032;IDXNONCYC;0;0;24.6610012470;28.3204335380;0.3317994393;13.6534503180
PALM;2020Q2;-0.0037195881;35965270000;2330315741000;0.0686434854;IDXNONCYC;1;0;24.3058195875;28.4770248855;-0.3719588066;6.8643485360
PANI;2019Q2;0.0049201062;57495631870;141289513820;0.4425179960;IDXBASIC;0;0;24.7749748144;25.6740769117;0.4920106240;44.2517995950
PANI;2020Q2;0.0000551715;44133281430;139317267960;0.4863077555;IDXBASIC;1;0;24.5104800157;25.6600196724;0.0055171500;48.6307755480
PANR;2019Q2;0.0000421209;302053735000;1813302512000;0.9881464670;IDXCYCLIC;0;1;26.4338707690;28.2261708909;0.0042120880;98.8146467040
PANR;2020Q2;-0.0012531086;336047841000;2147806690000;0.9671226973;IDXCYCLIC;1;1;26.5405193707;28.3954682932;-0.1253108600;96.7122697340
PANS;2019Q2;0.0000213958;103766831070;2282113996050;0.1398513997;IDXFINANCE;0;1;25.3654122101;28.4561233206;0.0021395833;13.9851399660
PANS;2020Q2;-0.0011352688;157866438250;1940528454850;0.0637773559;IDXFINANCE;1;1;25.7850151850;28.2939814513;-0.1135268810;6.3777355900
PBID;2019Q2;-0.0239887505;1055579588000;2229738012000;0.2289186735;IDXBASIC;0;0;27.6851111045;28.4329052111;-2.3988750540;22.8918673470
PBID;2020Q2;0.0082656662;874653393000;2262044859000;0.1194406768;IDXBASIC;1;0;27.4970935225;28.4472903250;0.8265666230;11.9440676810
PBRX;2019Q2;-0.0103265481;1606836266100;8382587226000;1.1509294959;IDXCYCLIC;0;1;28.1052883096;29.7571777210;-1.0326548097;115.0929495920
PBRX;2020Q2;-0.0001130687;1982979434000;10166635837000;1.2085533346;IDXCYCLIC;1;1;28.3156215943;29.9501324784;-0.0113068673;120.8553334570
PDES;2019Q2;0.0264584734;105156247410;456923225040;0.7171284072;IDXCYCLIC;0;1;25.3787131516;26.8477812160;2.6458473400;71.7128407180
PDES;2020Q2;0.0214115812;98713382500;451206902580;0.6453671412;IDXCYCLIC;1;1;25.3154863618;26.8351918353;2.1411581150;64.5367141160
PEHA;2019Q2;0.0015950787;374264254000;1911836217000;0.7025225003;IDXHEALTH;0;1;26.6482279464;28.2790852663;0.1595078660;70.2522500270
PEHA;2020Q2;0.0270947688;224556529000;2076371701000;1.5332353565;IDXHEALTH;1;1;26.1373933120;28.3616431119;2.7094768820;153.3235356500
PGAS;2019Q2;-0.0161614779;13120238465000;102313303545000;1.1545369837;IDXENERGY;0;1;30.2051770750;32.2590608249;-1.6161477850;115.4536983740
PGAS;2020Q2;0.0317505465;8442172753200;107146455008200;1.2866933622;IDXENERGY;1;1;29.7642608266;32.3052177529;3.1750546530;128.6693362207
PGLI;2019Q2;-0.0149257964;5741827640;84366005470;0.0346902548;IDXCYCLIC;0;1;22.4710434008;25.1584303786;-1.4925796350;3.4690254750
PGLI;2020Q2;0.0214648838;5775674620;90208368240;0.0341837898;IDXCYCLIC;1;1;22.4769209038;25.2253880340;2.1464883760;3.4183789770
PICO;2019Q2;-0.0180945929;191759323390;852932442590;1.2535391304;IDXBASIC;0;0;25.9795068986;27.4719461815;-1.8094592920;125.3539130370
PICO;2020Q2;0.0232187310;177331472680;1127616056630;1.7901699705;IDXBASIC;1;0;25.9012865452;27.7511268357;2.3218730970;179.0169970480
PJAA;2019Q2;-0.0231166315;359131084260;4361394289870;0.6506108540;IDXCYCLIC;0;1;26.6069532960;29.1038129134;-2.3116631480;65.0610853990
PJAA;2020Q2;0.0204279723;382848993240;4095914945150;0.4542101552;IDXCYCLIC;1;1;26.6709064749;29.0410112381;2.0427972260;45.4210155150
PLIN;2019Q2;-0.0216361068;395229587000;5031131186000;2.0824939764;IDXPROPERT;0;0;26.7027326659;29.2466659626;-2.1636106755;208.2493976410
PLIN;2020Q2;0.0143708012;317158326000;12679393237000;0.0062957188;IDXPROPERT;1;0;26.4826669372;30.1709992118;1.4370801210;0.6295718830
PNBN;2019Q2;-0.0225469316;2562791000000;213627218000000;0.5779311940;IDXFINANCE;0;1;28.5721180149;32.9952536400;-2.2546931610;57.7931194020
PNBN;2020Q2;0.0207181116;2409955000000;211289191000000;0.4833753060;IDXFINANCE;1;1;28.5106291911;32.9842488845;2.0718111610;48.3375305970
PNSE;2019Q2;0.0262095775;59000648840;457477659070;0.3527226424;IDXCYCLIC;0;1;24.8008142781;26.8489938878;2.6209577490;35.2722642430
PNSE;2020Q2;0.0115699238;66481127480;460489681550;0.4278090603;IDXCYCLIC;1;1;24.9201839470;26.8555562853;1.1569923810;42.7809060250
POLI;2019Q2;0.0044144813;78699303690;1674842023220;4.6920470446;IDXPROPERT;0;0;25.0889001447;28.1467399623;0.4414481310;469.2047044550
POLI;2020Q2;0.0148200106;112214362910;2325578782730;0.2177298571;IDXPROPERT;1;0;25.4436768335;28.4749900628;1.4820010580;21.7729857060
POLL;2019Q2;0.0033811710;575023534080;4924226692250;0.6905686779;IDXPROPERT;0;0;27.0776768057;29.2251883614;0.3381171047;69.0568677880
POLL;2020Q2;-0.0027094804;106657579710;5834505485310;0.8987506403;IDXPROPERT;1;0;25.3928893502;29.3948106283;-0.2709480380;89.8750640270
PORT;2019Q2;0.0233671703;275901993000;2091708530000;0.7938955129;IDXINFRA;0;1;26.3433115418;28.3690023264;2.3367170300;79.3895512850
PORT;2020Q2;0.0007255290;343336198000;2488665682000;0.7723609606;IDXINFRA;1;1;26.5619759732;28.5427678121;0.0725529010;77.2360960570
POWR;2019Q2;0.0156829360;2063585743050;19008668388450;0.8089022663;IDXINFRA;0;1;28.3554662375;30.5759162220;1.5682936010;80.8902266290
POWR;2020Q2;-0.0338104133;2123409150000;21143340272000;0.8176816020;IDXINFRA;1;1;28.3840440026;30.6823460911;-3.3810413280;81.7681601960
PPRE;2019Q2;0.0045422956;731388922720;6994775795170;1.0274571290;IDXINFRA;0;1;27.3182111972;29.5761846714;0.4542295588;102.7457129000
PPRE;2020Q2;-0.0238684129;444963639730;7145527787530;0.9801237669;IDXINFRA;1;1;26.8212584073;29.5975077927;-2.3868412884;98.0123766850
PPRO;2019Q2;0.0033271878;428791802320;17127046461300;1.2166715066;IDXPROPERT;0;0;26.7842373288;30.4716799943;0.3327187780;121.6671506550
PPRO;2020Q2;0.0007378038;357905493740;18584960233930;1.9779474817;IDXPROPERT;1;0;26.6035348045;30.5533737800;0.0737803793;197.7947481710
PRAS;2019Q2;0.0258845226;120884229870;1632499263810;1.1590142885;IDXCYCLIC;0;1;25.5180991466;28.1211332471;2.5884522610;115.9014288510
PRAS;2020Q2;0.0291169696;72742350210;1723948486880;1.9497684038;IDXCYCLIC;1;1;25.0101895857;28.1756384077;2.9116969601;194.9768403830
PRDA;2019Q2;-0.0310562168;399613000000;1895462000000;0.0189574569;IDXHEALTH;0;1;26.7137624157;28.2704837242;-3.1056216810;1.8957456860
PRDA;2020Q2;0.0437457219;265917000000;1919741000000;0.0291340241;IDXHEALTH;1;1;26.3064500670;28.2832113970;4.3745721919;2.9134024070
PSAB;2019Q2;0.0309068342;987511900000;13164403768750;1.1704904145;IDXBASIC;0;0;27.6184543843;30.2085376187;3.0906834189;117.0490414510
PSAB;2020Q2;0.0044174322;780316111200;13757280812800;1.4862995797;IDXBASIC;1;0;27.3829649453;30.2525893136;0.4417432200;148.6299579670
PSDN;2019Q2;0.1519883967;306289927470;697657400650;2.1515211942;IDXNONCYC;0;0;26.4477979657;27.2709939892;15.1988396718;215.1521194180
PSDN;2020Q2;0.0112825956;235416344250;763492320250;4.1240048379;IDXNONCYC;1;0;26.1846214612;27.3611689029;1.1282595560;412.4004837860
PSSI;2019Q2;-0.0024973235;260887337500;1846563368750;0.5940985972;IDXENERGY;0;1;26.2873544940;28.2443473890;-0.2497323544;59.4098597200
PSSI;2020Q2;0.0019102001;230234137200;2007918345200;0.4252323578;IDXENERGY;1;1;26.1623626159;28.3281196522;0.1910200070;42.5232357810
PTIS;2019Q2;0.0006628069;44051061600;537259362900;0.7154688538;IDXENERGY;0;1;24.5086152889;27.0097467998;0.0662806910;71.5468853780
PTIS;2020Q2;-0.0301838393;49018827000;574610860000;0.4582591670;IDXENERGY;1;1;24.6154702858;27.0769588834;-3.0183839300;45.8259167020
PTPP;2019Q2;0.0068953818;4947752127350;52515087325190;1.0473939610;IDXINFRA;0;1;29.2299544737;31.5921216219;0.6895381785;104.7393960990
PTPP;2020Q2;-0.0166729921;3409470614850;54729091228950;1.7139439280;IDXINFRA;1;1;28.8575781503;31.6334165163;-1.6672992070;171.3943927960
PTRO;2019Q2;0.0043280739;1736442750000;7797169500000;1.1074330488;IDXENERGY;0;1;28.1828597400;29.6847818992;0.4328073880;110.7433048780
PTRO;2020Q2;0.0283595238;1025653580000;7514577560000;0.9837052580;IDXENERGY;1;1;27.6563511643;29.6478659246;2.8359523820;98.3705257984
PTSN;2019Q2;0.0021367237;1380144568750;3737603820000;0.2276510889;IDXTECHNO;0;1;27.9532093696;28.9494658322;0.2136723650;22.7651088860
PTSN;2020Q2;0.0077885306;455535761400;2132430514600;0.3323662198;IDXTECHNO;1;1;26.8447400608;28.3882835318;0.7788530640;33.2366219830
PTSP;2019Q2;-0.0122153729;146437924000;298388454000;0.2529511074;IDXCYCLIC;0;1;25.7098674486;26.4216620115;-1.2215372930;25.2951107430
PTSP;2020Q2;0.0128172673;148284970000;360712817000;0.3243182566;IDXCYCLIC;1;1;25.7224017323;26.6113479579;1.2817267250;32.4318256610
PUDP;2019Q2;0.0060558344;29863145630;489530579230;0.3429358514;IDXPROPERT;0;0;24.1198909695;26.9167127673;0.6055834370;34.2935851410
PUDP;2020Q2;0.0500321898;18695936010;539915871770;0.4194147612;IDXPROPERT;1;0;23.6515720115;27.0146791713;5.0032189820;41.9414761180
PWON;2019Q2;-0.0241365198;1710982124000;25458212998000;0.4041866658;IDXPROPERT;0;0;28.1680886631;30.8680595180;-2.4136519810;40.4186665790
PWON;2020Q2;-0.0075387924;1650559559000;26562184937000;0.3639318308;IDXPROPERT;1;0;28.1321354730;30.9105097013;-0.7538792400;36.3931830810
PYFA;2019Q2;-0.0061832142;63819838570;191306461400;0.2188913775;IDXHEALTH;0;1;24.8793299283;25.9771424891;-0.6183214199;21.8891377500
PYFA;2020Q2;-0.0206860033;79036288250;205050054700;0.1615841568;IDXHEALTH;1;1;25.0931729289;26.0465199555;-2.0686003320;16.1584156750
PZZA;2019Q2;0.0592146523;902285499760;1994413508990;0.0865107899;IDXCYCLIC;0;1;27.5281968255;28.3213711426;5.9214652270;8.6510789880
PZZA;2020Q2;-0.0140565324;955640314300;2367384898460;0.1203479953;IDXCYCLIC;1;1;27.5856474389;28.4928070435;-1.4056532360;12.0347995330
RAJA;2019Q2;0.0023519991;418120811550;3402887426250;0.9376081522;IDXENERGY;0;1;26.7590362506;28.8556454302;0.2351999071;93.7608152230
RAJA;2020Q2;-0.0024415706;479840541000;2875985203000;0.4206219225;IDXENERGY;1;1;26.8967196794;28.6874164108;-0.2441570583;42.0621922450
RBMS;2019Q2;0.0179070586;23967078890;819956106660;0.2111745901;IDXPROPERT;0;0;23.8999470127;27.4325166473;1.7907058610;21.1174590120
RBMS;2020Q2;0.0157043923;13439356030;793429176030;0.2482813945;IDXPROPERT;1;0;23.3214532565;27.3996301178;1.5704392330;24.8281394480
RICY;2019Q2;0.0239587133;364956183390;1416856267390;1.7533672150;IDXCYCLIC;0;1;26.6230431378;27.9794616370;2.3958713310;175.3367215020
RICY;2020Q2;0.0059018160;321101134960;1579052389330;2.2699520507;IDXCYCLIC;1;1;26.4950219726;28.0878460295;0.5901816030;226.9952050650
RIMO;2019Q2;0.0030540404;36408718750;5931495055100;0.0435875006;IDXPROPERT;0;0;24.3180741090;29.4112974144;0.3054040430;4.3587500590
RIMO;2020Q2;0.0745530615;76238939360;6514551004300;0.0021878809;IDXPROPERT;1;0;25.0571381843;29.5050594069;7.4553061511;0.2187880910
RISE;2019Q2;0.0033803892;47177896360;2348159113740;0.1727922453;IDXCYCLIC;0;1;24.5771913224;28.4846527812;0.3380389152;17.2792245330
RISE;2020Q2;-0.0046421209;57705305520;2379576356350;0.1748604957;IDXCYCLIC;1;1;24.7786149563;28.4979435862;-0.4642120920;17.4860495670
RMBA;2019Q2;0.0073085158;5965786000000;14879589000000;0.4630337590;IDXNONCYC;0;0;29.4170619314;30.3310115240;0.7308515838;46.3033759020
RMBA;2020Q2;-0.0102855554;5920628000000;17000330000000;0.5417927184;IDXNONCYC;1;0;29.4094636403;30.4642538716;-1.0285555401;54.1792718400
RODA;2019Q2;0.0194999266;122754369860;4026507096020;0.2667514714;IDXPROPERT;0;0;25.5334512027;29.0239203905;1.9499926619;26.6751471390
RODA;2020Q2;0.0294582241;35727271030;3941158969920;0.3381226102;IDXPROPERT;1;0;24.2991801285;29.0024959508;2.9458224065;33.8122610220
RUIS;2019Q2;-0.0258728023;375222830070;1047727921390;1.0050916699;IDXENERGY;0;1;26.6507859000;27.6776450511;-2.5872802300;100.5091669910
RUIS;2020Q2;0.0104593018;401733238690;1360997570190;1.4474864071;IDXENERGY;1;1;26.7190541199;27.9392390543;1.0459301809;144.7486407108
SAPX;2019Q2;0.0022098188;94972633050;112364400250;0.1998285463;IDXTRANS;0;0;25.2768546139;25.4450130005;0.2209818820;19.9828546270
SAPX;2020Q2;0.0037183134;109677548930;200042304750;0.1870137514;IDXTRANS;1;0;25.4208105245;26.0217947049;0.3718313360;18.7013751350
SATU;2019Q2;0.0025175850;8792510360;291583506130;1.4107564831;IDXPROPERT;0;0;22.8971661006;26.3985922721;0.2517585020;141.0756483080
SATU;2020Q2;0.0823761767;8862460840;276578690890;1.5510382754;IDXPROPERT;1;0;22.9050903102;26.3457612138;8.2376176670;155.1038275410
SCMA;2019Q2;0.0132363898;1515613916000;6901397056000;0.0046971913;IDXCYCLIC;0;1;28.0468416979;29.5627449789;1.3236389760;0.4697191280
SCMA;2020Q2;0.0112183302;1056905263000;6788783649000;0.0000138054;IDXCYCLIC;1;1;27.6863661906;29.5462929029;1.1218330230;0.0013805370
SCPI;2019Q2;-0.0266132865;448956362000;1701108313000;1.1045732700;IDXHEALTH;0;1;26.8301915307;28.1623011034;-2.6613286470;110.4573270040
SCPI;2020Q2;0.0109122403;630771767000;1762702209000;0.5590602911;IDXHEALTH;1;1;27.1702099336;28.1978690936;1.0912240290;55.9060291120
SDMU;2019Q2;0.0007118527;31893868260;255711905400;1.8335153492;IDXTRANS;0;0;24.1856796107;26.2673172782;0.0711852730;183.3515349220
SDMU;2020Q2;-0.0082077434;22272301960;217821047350;3.0407982285;IDXTRANS;1;0;23.8266096788;26.1069396789;-0.8207743410;304.0798228500
SDPC;2019Q2;-0.0260705854;666419221060;1289456537020;2.5782528585;IDXNONCYC;0;0;27.2251847705;27.8852419564;-2.6070585377;257.8252858490
SDPC;2020Q2;0.0064244602;564728732110;1222681109090;2.6193533876;IDXNONCYC;1;0;27.0596113326;27.8320671938;0.6424460160;261.9353387637
SDRA;2019Q2;-0.1077501821;389073000000;37114722000000;1.3393604236;IDXFINANCE;0;1;26.6870328236;31.2450348262;-10.7750182099;133.9360423620
SDRA;2020Q2;-0.0032852870;356295000000;36118896000000;1.3599505628;IDXFINANCE;1;1;26.5990248763;31.2178372792;-0.3285287010;135.9950562770
SGRO;2019Q2;-0.0240988208;606371897000;9205998376000;0.9904374568;IDXNONCYC;0;0;27.1307593262;29.8508763849;-2.4098820786;99.0437456790
SGRO;2020Q2;0.0050892351;698558000000;9465047000000;0.9582566753;IDXNONCYC;1;0;27.2722840473;29.8786268662;0.5089235070;95.8256675270
SHID;2019Q2;-0.0251636119;65208500710;1503098900110;0.5069995838;IDXCYCLIC;0;1;24.9008556764;28.0385500263;-2.5163611930;50.6999583810
SHID;2020Q2;0.0080968427;57135477790;1475456182790;0.5092210168;IDXCYCLIC;1;1;24.7686910880;28.0199883344;0.8096842730;50.9221016770
SHIP;2019Q2;0.0094735591;321702006250;3363730162500;1.5898401537;IDXENERGY;0;1;26.4968915076;28.8440716415;0.9473559107;158.9840153740
SHIP;2020Q2;-0.0696986603;316740350800;3328757120000;1.2762831925;IDXENERGY;1;1;26.4813481925;28.8336201130;-6.9698660298;127.6283192450
SILO;2019Q2;0.0042858149;1665988000000;7854207000000;0.0257125689;IDXHEALTH;0;1;28.1414394568;29.6920704277;0.4285814940;2.5712568910
SILO;2020Q2;0.0238733301;1299435000000;8628200000000;0.2613519454;IDXHEALTH;1;1;27.8929506705;29.7860570245;2.3873330070;26.1351945370
SKBM;2019Q2;-0.0019824971;540235807930;1771365972010;0.5796513286;IDXNONCYC;0;0;27.0152715625;28.2027721005;-0.1982497110;57.9651328580
SKBM;2020Q2;-0.0007324977;708379933470;1820383352810;0.5700591610;IDXNONCYC;1;0;27.2862464159;28.2300682282;-0.0732497700;57.0059160990
SKRN;2019Q2;0.0031711131;111079328220;1583586778560;0.9701421202;IDXINDUST;0;1;25.4335104517;28.0907135032;0.3171113117;97.0142120240
SKRN;2020Q2;0.0056900435;128799565180;1672444043460;0.8454794965;IDXINDUST;1;1;25.5815232747;28.1453071716;0.5690043460;84.5479496530
SMBR;2019Q2;-0.0035638937;410729021000;5582350664000;0.4581921587;IDXBASIC;0;0;26.7411995177;29.3506310696;-0.3563893690;45.8192158710
SMBR;2020Q2;0.0259639916;336058777000;5609669373000;0.4841572588;IDXBASIC;1;0;26.5405519132;29.3555128984;2.5963991626;48.4157258750
SMGR;2019Q2;0.0020374141;8223960803000;76983221895000;1.1107058911;IDXBASIC;0;0;29.7380730585;31.9746086166;0.2037414120;111.0705891060
SMGR;2020Q2;0.0205570788;7445904000000;78299047000000;0.8501120359;IDXBASIC;1;0;29.6386851985;31.9915565477;2.0557078750;85.0112035940
SMMA;2019Q2;0.0013350536;7580372000000;100663451000000;0.2815735772;IDXFINANCE;0;1;29.6565833909;32.2428039004;0.1335053614;28.1573577150
SMMA;2020Q2;-0.0188231299;13101195000000;99625400000000;0.3347945782;IDXFINANCE;1;1;30.2037245633;32.2324382681;-1.8823129880;33.4794578240
SMMT;2019Q2;0.0071336073;57223115790;843904441920;0.4484148259;IDXENERGY;0;1;24.7702237759;27.4613051047;0.7133607320;44.8414825860
SMMT;2020Q2;-0.0058727911;46470772970;875067185920;0.4271543738;IDXENERGY;1;1;24.5620894136;27.4975665043;-0.5872791051;42.7154373780
SMRA;2019Q2;0.0036663789;1060827593000;23917054622000;1.2204941137;IDXPROPERT;0;0;27.6900704675;30.8056129029;0.3666378930;122.0494113700
SMRA;2020Q2;0.0043588842;1039400745000;25768518093000;1.3776004938;IDXPROPERT;1;0;27.6696654563;30.8801746338;0.4358884150;137.7600493750
SMRU;2019Q2;-0.0003383064;260186845500;1908386848250;0.7325341226;IDXENERGY;0;1;26.2846658464;28.2772794191;-0.0338306370;73.2534122620
SMRU;2020Q2;-0.0250093608;136320587210;1675570667300;0.8951294712;IDXENERGY;1;1;25.6382752076;28.1471749201;-2.5009360790;89.5129471230
SMSM;2019Q2;0.0068465028;890858000000;2972855000000;0.0514435530;IDXCYCLIC;0;1;27.5154508802;28.7205438865;0.6846502810;5.1443552960
SMSM;2020Q2;0.0043351366;803058000000;3499849000000;0.0922902279;IDXCYCLIC;1;1;27.4116927774;28.8837409406;0.4335136610;9.2290227910
SOCI;2019Q2;0.0110844526;573545374350;9685405885350;0.9800768272;IDXENERGY;0;1;27.0751028887;29.9016413206;1.1084452646;98.0076827190
SOCI;2020Q2;-0.0019872049;582513752000;11098275866000;0.9789259529;IDXENERGY;1;1;27.0906186307;30.0378108848;-0.1987204930;97.8925952930
SONA;2019Q2;0.0040731798;482447860890;1300563520130;0.1161647246;IDXCYCLIC;0;1;26.9021386916;27.8938187635;0.4073179830;11.6164724640
SONA;2020Q2;0.0038701288;221805220310;1155968497880;0.0919832205;IDXCYCLIC;1;1;26.1250654477;27.7759596348;0.3870128780;9.1983220530
SOSS;2019Q2;0.0041870539;275764879370;234289372100;0.6907576746;IDXINDUST;0;1;26.3428144533;26.1798228212;0.4187053869;69.0757674570
SOSS;2020Q2;0.0051643978;368690768200;284023601130;0.7435106211;IDXINDUST;1;1;26.6332241031;26.3723231742;0.5164397750;74.3510621100
SOTS;2019Q2;0.0022381391;6087834490;456364039810;0.3077439391;IDXCYCLIC;0;1;22.5295582709;26.8465566609;0.2238139099;30.7743939060
SOTS;2020Q2;0.0112912548;6207120940;432375996850;0.3112510385;IDXCYCLIC;1;1;22.5489630086;26.7925614097;1.1291254819;31.1251038540
SPMA;2019Q2;0.0045303555;626096734970;2205557092450;0.5066449076;IDXBASIC;0;0;27.1627707248;28.4220012426;0.4530355520;50.6644907600
SPMA;2020Q2;0.0040411635;430765743300;2344794337500;0.1949256718;IDXBASIC;1;0;26.7888302603;28.4832188114;0.4041163480;19.4925671830
SPTO;2019Q2;-0.0038779776;578912185880;2636460516350;0.0605116657;IDXINDUST;0;1;27.0844166379;28.6004584200;-0.3877977555;6.0511665680
