Firm,Period,ICB Sector,ROA,ROE,TA,Total Liabilities,OI_GROWTH,REV_GROWTH_YoY_in_percent,Treated,After_YoY
UNIT.JK,2020Q2,Investment Banking and Brokerage Services,0.019198749,0,419317702320,284092261350,5.901961314,39.52143931,1,1
UNTR.JK,2020Q2,Industrial Engineering,2.093300745,4,104220997000000,45497884000000,-46.29726497,-28.12045141,1,1
UNVR.JK,2020Q2,"Personal Care, Drug and Grocery Stores",8.191796184,22,21351803000000,12543918000000,-11.6459155,-1.60781223,0,1
VICO.JK,2020Q2,Investment Banking and Brokerage Services,0.008056452,0,25516408592000,25781192382000,-19.63974046,-43.84728944,1,1
VOKS.JK,2020Q2,Technology Hardware & Equipment,0.65236339,2,2880216759480,1899992870570,-95.7690539,-35.58168374,0,1
VRNA.JK,2020Q2,Finance and Credit Services,-0.640976754,-3,2763081883000,2291003704000,55.55210567,1.969577453,0,1
WAPO.JK,2020Q2,Food Producers,-1.352630908,-2,83257888510,12330551510,211.8154079,-41.49776795,0,1
WEGE.JK,2020Q2,Construction and Materials,0.237773872,1,5681209035760,3756822476730,24.04881466,-32.79904464,0,1
WEHA.JK,2020Q2,Travel and Leisure,-5.444762323,-10,237170964680,112431617600,-300.8449548,-80.05053731,1,1
WICO.JK,2020Q2,Retailers,0.327913412,1,610265426200,359132205020,-129.5082316,122.2179135,1,1
WIIM.JK,2020Q2,Tobacco,2.077749522,3,1437178033670,367742788890,695.621883,35.07550605,1,1
WIKA.JK,2020Q2,Construction and Materials,0.2844231,1,60094539195000,46813531939000,-28.81426447,-39.63085643,0,1
WINS.JK,2020Q2,Industrial Transportation,-1.906941166,-3,3375480936000,1502822349400,76.26754837,-36.30013368,1,1
WOMF.JK,2020Q2,Finance and Credit Services,0.175077172,1,6762187000000,5565723000000,-23.90680511,-19.70503148,0,1
WOOD.JK,2020Q2,Household Goods and Home Construction,1.002514351,2,5591916479560,2921422192210,6.516263721,34.53145133,0,1
WSBP.JK,2020Q2,Construction and Materials,-0.638825703,-1,15358233261430,8547396853340,-56.44212767,-78.58831313,0,1
WSKT.JK,2020Q2,Construction and Materials,-1.156433395,-7,114072197202120,99185702772180,-96.15230028,-36.72492468,0,1
WTON.JK,2020Q2,Construction and Materials,-0.400607199,-1,9168900774580,6481221811310,-98.23055089,-47.71875378,0,1
YELO.JK,2020Q2,Consumer Services,-7.437752008,-8,76004692780,4536286680,-533.098914,-100,1,1
YPAS.JK,2020Q2,Chemicals,-1.160763592,-2,258679298620,140973574110,-6112.832841,-21.66132266,0,1
YULE.JK,2020Q2,Investment Banking and Brokerage Services,0.126960952,0,293308865480,3647545210,3090.96897,1172.751959,1,1
ZINC.JK,2020Q2,Industrial Metals and Mining,1.825000628,3,1405261285790,617964081010,-66.58223274,-41.8278366,1,1
AALI.JK,2019Q2,Food Producers,0.050227578,0,27161831000000,8635662000000,-81.82974339,-6.153257685,0,0
ABBA.JK,2019Q2,Industrial Support Services,-3.575364787,-6,518345276090,343375969140,-32.42327874,-17.9356426,1,0
ABMM.JK,2019Q2,"Oil, Gas and Coal",-0.02156834,0,11653440472050,7877308925850,-52.2875909,-18.77551513,0,0
ACES.JK,2019Q2,Retailers,4.205699787,5,5449977515040,1684106847020,8.990449694,19.57469753,1,0
ACST.JK,2019Q2,Construction and Materials,-3.060276303,-28,10752671000000,9787533000000,-231.4676356,-20.04615493,0,0
ADES.JK,2019Q2,Beverages,1.523491099,3,866464000000,366549000000,11.65003773,4.237725844,0,0
ADHI.JK,2019Q2,Construction and Materials,0.456134476,2,31396561743940,25035904895870,6.01188268,5.346770191,0,0
ADMF.JK,2019Q2,Finance and Credit Services,1.455344315,7,33680020000000,26696425000000,96.41724858,9.568456251,0,0
ADMG.JK,2019Q2,Chemicals,-2.601095521,-3,3771107190000,623765315550,-276.8970606,-48.56344697,0,0
ADRO.JK,2019Q2,"Oil, Gas and Coal",2.67227577,5,101097893625000,46586457450000,22.81483052,8.205786937,0,0
AGII.JK,2019Q2,Chemicals,0.214508061,0,6861022000000,3756649000000,8.313892976,16.49951877,0,0
AKKU.JK,2019Q2,General Industrials,-0.181696625,0,1074165577660,325252484850,24.16731494,4.659440484,1,0
AKPI.JK,2019Q2,Chemicals,-0.04410534,0,2921446561000,1792996526000,8.308950579,-3.895162852,0,0
AKRA.JK,2019Q2,"Oil, Gas and Coal",0.893692075,2,19043081481000,10772922832000,-3.57662652,-13.08261086,0,0
AKSI.JK,2019Q2,Investment Banking and Brokerage Services,-0.804025288,-2,273784115300,151119525940,-15.15840995,39.57903916,1,0
ALDO.JK,2019Q2,Household Goods and Home Construction,1.590222368,3,933015990450,536479596180,61.87345001,1.789307302,0,0
ALKA.JK,2019Q2,Industrial Metals and Mining,1.228503812,5,408588052000,391122083000,-80.09566261,-68.11035397,1,0
ALTO.JK,2019Q2,Food Producers,-0.542801193,-2,1105583332830,713729999650,-22.17466043,6.062232968,0,0
AMFG.JK,2019Q2,General Industrials,-0.50510519,-1,8845744000000,5322773000000,-76.26085218,0.30008011,1,0
AMIN.JK,2019Q2,Household Goods and Home Construction,1.352383762,3,422091737490,209277158490,-25.85183415,-13.36515538,0,0
AMRT.JK,2019Q2,"Personal Care, Drug and Grocery Stores",0.904854751,3,22525209000000,17078711000000,19.2310599,7.185410424,0,0
ANDI.JK,2019Q2,Food Producers,-0.074598892,0,508206810970,270381469900,13.75260089,-13.52402128,0,0
ANJT.JK,2019Q2,Food Producers,-1.101873068,-2,8622599046250,3307974571250,-235.0263619,-22.14157228,0,0
ANTM.JK,2019Q2,Industrial Metals and Mining,0.750074548,1,33566765371000,13689090633000,-40.80135967,34.88648278,1,0
APIC.JK,2019Q2,Investment Banking and Brokerage Services,1.3862453,2,3424015446360,1291826127650,-68.99437475,323.0947094,1,0
APII.JK,2019Q2,Electronic and Electrical Equipment,1.087004782,2,460513852940,171436655940,10.13209221,20.42324161,1,0
APLI.JK,2019Q2,General Industrials,-0.117513965,0,438065748290,230888518950,-160.2104394,16.60494631,1,0
APLN.JK,2019Q2,Real Estate Investment and Services Development,0.026157824,0,28832391142000,20501210152000,35.9890881,5.844144703,1,0
ARII.JK,2019Q2,"Oil, Gas and Coal",2.87490794,27,5394266875000,4016063610000,-25.20662335,73.08226241,0,0
ARMY.JK,2019Q2,Real Estate Investment and Services Development,1.374156626,2,1743499562020,287780418720,-14.89610958,-17.48663541,1,0
ARNA.JK,2019Q2,Construction and Materials,2.898428075,4,1634687672230,572781472050,44.23564545,13.23204261,0,0
ARTA.JK,2019Q2,Investment Banking and Brokerage Services,-0.514746245,-1,432976166100,237908189860,-102.0448324,-4.636759251,1,0
ARTI.JK,2019Q2,Household Goods and Home Construction,-0.969145861,-1,3543972691130,959530810410,-78.75690136,-47.79026172,0,0
ASGR.JK,2019Q2,Technology Hardware & Equipment,1.334122664,2,2286445000000,812289000000,-31.96768609,-20.43332699,0,0
ASII.JK,2019Q2,Automobiles and Parts,1.593431759,3,350288000000000,210847000000000,-9.487695403,-0.276739759,1,0
ASRI.JK,2019Q2,Real Estate Investment and Services Development,-0.035988626,0,21595907120000,11500474645000,-38.99924831,-49.41335543,1,0
ASSA.JK,2019Q2,Consumer Services,0.354673371,2,4552121772630,3406505699440,4.726832196,31.82952658,1,0
ATIC.JK,2019Q2,Software & Computer Services,-0.13929218,-2,4293631979170,3685915004930,-46.8205372,21.12139038,1,0
AUTO.JK,2019Q2,Automobiles and Parts,0.502910994,1,15947312000000,5687702000000,78.42794661,1.815621586,1,0
BAJA.JK,2019Q2,Industrial Metals and Mining,-1.88070951,-21,776722424630,796102142780,-190.5571249,-21.16189008,1,0
BALI.JK,2019Q2,Telecommunications Service Providers,0.337887824,1,3839105222790,1928624834490,27.47966592,42.52268192,0,0
BAPA.JK,2019Q2,Real Estate Investment and Services Development,4.947109879,6,163180236580,45715263700,-137.3392824,207.8748854,1,0
BATA.JK,2019Q2,Personal Goods,0.276985164,0,989780932000,350419281000,5.392115671,-4.928779702,1,0
BAYU.JK,2019Q2,Travel and Leisure,1.333613006,2,821810895610,339246165170,3.785629955,14.55223045,1,0
BBLD.JK,2019Q2,Finance and Credit Services,0.318769344,1,5154995000000,3938618000000,7.957253103,17.04819588,0,0
BBRM.JK,2019Q2,Industrial Transportation,-1.59986551,-6,1195091311050,891057761100,-39.79312695,-11.09887332,1,0
BCAP.JK,2019Q2,Investment Banking and Brokerage Services,0.071185273,0,18387352000000,13482514000000,-15.48585573,-4.929662727,1,0
BEEF.JK,2019Q2,Food Producers,2.457967175,5,695644244460,340232970490,137.0214063,38.28523184,0,0
BELL.JK,2019Q2,Personal Goods,1.016048109,2,553300074850,319036404810,54.81069521,71.28061569,1,0
BEST.JK,2019Q2,Real Estate Investment and Services Development,0.30062747,0,6271904604230,2070303564990,-58.50001993,-35.09881494,1,0
BFIN.JK,2019Q2,Investment Banking and Brokerage Services,1.918747726,6,18369144000000,12261062000000,-2.404442296,0.326113924,1,0
BHIT.JK,2019Q2,Telecommunications Service Providers,1.010289298,1,59769524000000,44709822000000,20.31246486,7.296155691,0,0
BIKA.JK,2019Q2,Real Estate Investment and Services Development,0.359211651,0,2317460237600,2017003315650,-288.8667623,-1.036689657,1,0
BIPI.JK,2019Q2,"Oil, Gas and Coal",1.892157659,7,17505245231250,14128822700850,-1107.012166,2912.709993,0,0
BIPP.JK,2019Q2,Real Estate Investment and Services Development,-0.249701726,0,2164873165040,1303285997270,-133.8766282,92.32801421,1,0
BIRD.JK,2019Q2,Travel and Leisure,0.965567963,1,7086504000000,1923391000000,-19.09862133,-6.004552988,1,0
BISI.JK,2019Q2,Food Producers,0.464021257,1,2674293000000,575967000000,-155.094916,72.37039663,0,0
BKDP.JK,2019Q2,Real Estate Investment and Services Development,-1.22575127,-2,783941263440,301408876950,36.33959995,-9.85188737,1,0
BKSL.JK,2019Q2,Real Estate Investment and Services Development,0.344170523,1,16380439483050,6834255996590,-49.3677179,-35.00221739,1,0
BLTA.JK,2019Q2,Industrial Transportation,0.138908802,0,1012205551250,604283579250,-69.56690942,-18.71489397,1,0
BLTZ.JK,2019Q2,Media,2.458652016,4,1876954227000,605869080000,-192.9758807,30.06862477,1,0
BMSR.JK,2019Q2,Real Estate Investment and Services Development,-0.31350438,-1,578515936140,413644922810,47.09917781,-13.65773109,1,0
BMTR.JK,2019Q2,Media,1.92983822,3,29598282000000,19032717000000,112.1276061,11.21534208,1,0
BNBR.JK,2019Q2,Industrial Metals and Mining,1.295557059,7,14445209000000,11722562000000,-7.665881253,-11.3631849,1,0
BOGA.JK,2019Q2,Retailers,0.492010624,1,540932541830,136474636150,-1.440799774,7.972941726,1,0
BOLT.JK,2019Q2,Automobiles and Parts,-0.629073367,-1,1237330151210,573736460650,-104.5053152,1.680336917,1,0
BOSS.JK,2019Q2,"Oil, Gas and Coal",2.313236067,6,552328250800,348857698050,154.6188934,66.45788647,0,0
BPFI.JK,2019Q2,Investment Banking and Brokerage Services,1.091532355,2,1757788605630,946501533190,0.616895351,-0.78845148,1,0
BPII.JK,2019Q2,Industrial Support Services,3.045380754,6,2695963049760,1872816865920,323.6844741,196.0490589,1,0
BPTR.JK,2019Q2,Industrial Transportation,0.549468894,1,534718173090,322400791300,-3.430743293,22.99465691,1,0
BRAM.JK,2019Q2,Chemicals,1.133363879,2,4175063403750,1270156301250,-7.734826695,-4.921524838,0,0
BRNA.JK,2019Q2,General Industrials,-1.583855028,-4,2480710356000,1463353625000,-1.646752009,-3.378929682,1,0
BRPT.JK,2019Q2,Construction and Materials,0.452365564,0,98694143500000,82052548750000,-53.85352166,-27.96245657,0,0
BSDE.JK,2019Q2,Real Estate Investment and Services Development,2.905582431,5,53306109945070,25676033944460,18.52684682,39.03403316,1,0
BSSR.JK,2019Q2,"Oil, Gas and Coal",3.921492205,6,3352087793750,1343221148100,-88.34001806,-4.358633513,0,0
BTEK.JK,2019Q2,Food Producers,-0.002183173,0,5209268703090,2980279413490,-34.56894464,-29.18655645,0,0
BTON.JK,2019Q2,Industrial Metals and Mining,0.050152522,0,231113310700,35859538800,-98.27064758,18.51594033,1,0
BUDI.JK,2019Q2,Food Producers,0.403724275,1,3114499000000,2145351000000,26.6173357,-3.109450858,0,0
BUKK.JK,2019Q2,Construction and Materials,1.537555844,3,4631503605000,2414583333000,-15.77922756,32.22464056,0,0
BULL.JK,2019Q2,Industrial Transportation,1.542444368,3,5424794531250,2246274886050,20.7925267,4.739155686,1,0
BUVA.JK,2019Q2,Real Estate Investment and Services Development,-0.782736015,-1,4139319523030,2359281893680,5.154920683,20.73259821,1,0
BWPT.JK,2019Q2,Food Producers,-1.492579635,-4,16452546000000,11240362000000,-132.6167248,-26.88631203,0,0
BYAN.JK,2019Q2,"Oil, Gas and Coal",7.698277481,15,19647693635000,11911499641250,-38.82476196,13.32696819,0,0
CAKK.JK,2019Q2,Construction and Materials,0.432807388,1,318026517540,91721561200,-67.80795655,20.6962938,0,0
CAMP.JK,2019Q2,Food Producers,1.319595488,2,1054077089980,161911327230,-11.2999441,5.081106051,0,0
CARS.JK,2019Q2,Retailers,0.407317983,2,8247393572140,6936035912210,-4.30739513,0.534880822,1,0
CASS.JK,2019Q2,Industrial Transportation,-2.758065842,-16,1942366000000,1356697000000,-85.59843054,18.25395571,1,0
CEKA.JK,2019Q2,Food Producers,2.64584734,3,1224272708020,215033826240,250.4158067,-16.71793877,0,0
CENT.JK,2019Q2,Telecommunications Service Providers,0.062973806,0,5511566000000,2429557000000,2931.197152,-2.332160955,0,0
CFIN.JK,2019Q2,Finance and Credit Services,0.689538179,2,12143223223000,7634455642000,23.74229419,16.38011579,0,0
CINT.JK,2019Q2,Household Goods and Home Construction,-0.54591158,-1,481151834510,114319450410,-140.9585238,10.11206258,0,0
CITA.JK,2019Q2,Industrial Metals and Mining,6.517878323,12,3739180216280,1636982688730,172.5144341,116.236587,1,0
CITY.JK,2019Q2,Real Estate Investment and Services Development,-0.030416641,0,902957818190,141326524990,657.8564169,-16.79870623,1,0
CLEO.JK,2019Q2,Beverages,3.838508627,6,1066187702500,366771009480,96.0919987,34.47502657,0,0
CLPI.JK,2019Q2,Chemicals,0.633669899,1,708823285520,211299372120,107.0964137,23.1339115,0,0
CMNP.JK,2019Q2,Industrial Transportation,1.053539807,2,14323456930930,7226389759530,27.27044203,-2.15822368,1,0
COWL.JK,2019Q2,Real Estate Investment and Services Development,-1.267206769,-4,3578766164670,2374370990940,145.1149424,-40.75525579,1,0
CPIN.JK,2019Q2,Food Producers,3.202589388,5,28631015000000,8390621000000,-24.89581524,9.890207179,0,0
CPRO.JK,2019Q2,Food Producers,-0.346949279,-3,6572440000000,5940523000000,-29.33561894,0.978196318,0,0
CSAP.JK,2019Q2,Retailers,-0.011483947,0,5967828366000,4104263822000,9.347328974,10.43770242,1,0
CSIS.JK,2019Q2,Household Goods and Home Construction,-1.081366504,-2,446007886350,284211298020,-22.95806054,-58.86677174,0,0
CTBN.JK,2019Q2,Industrial Metals and Mining,0.605628138,1,2300176161250,877074077500,-30.19970264,41.15337406,1,0
CTRA.JK,2019Q2,Real Estate Investment and Services Development,0.065420669,0,35076644000000,19760852000000,61.37729314,3.556626732,1,0
CTTH.JK,2019Q2,Construction and Materials,-0.761952156,-2,761355644810,416259801220,8.710817917,-53.61822802,0,0
DART.JK,2019Q2,Real Estate Investment and Services Development,0.052062003,0,7045047560000,3437858273000,-6.631177945,21.06010918,1,0
DAYA.JK,2019Q2,Retailers,0.678831269,3,619049695000,469748508000,205.1739014,82.20040018,1,0
DEFI.JK,2019Q2,Investment Banking and Brokerage Services,-0.026961428,0,87949892870,901561450,-35.88304967,-2.791771329,1,0
DEWA.JK,2019Q2,Industrial Metals and Mining,0.064523268,0,5937823912800,2650397710350,-56.73806198,19.31536367,1,0
DFAM.JK,2019Q2,Real Estate Investment and Services Development,1.15378197,4,323171854460,257041648600,-70.25871121,66.94228015,1,0
DGIK.JK,2019Q2,Construction and Materials,-0.6666585,-2,1671167750300,1096054462260,-1.990889508,-2.640588865,0,0
DILD.JK,2019Q2,Real Estate Investment and Services Development,-0.183575757,-1,14576966335850,8222636499930,13.35284085,-58.23862242,1,0
DIVA.JK,2019Q2,Software & Computer Services,2.347394718,3,881108758950,154149108670,77.11118181,170.2128277,1,0
DKFT.JK,2019Q2,Industrial Metals and Mining,-0.030218742,1,2660308687860,1574771603330,-182.9985003,-43.67902513,1,0
DLTA.JK,2019Q2,Beverages,3.46242245,5,1626140030000,235193982000,-8.143168053,-1.934458307,0,0
DMAS.JK,2019Q2,Real Estate Investment and Services Development,7.889014003,9,7464492709690,665900997220,764.8601145,317.3658924,1,0
DNET.JK,2019Q2,Software & Computer Services,1.02801115,2,14881464856620,5689969968400,-329.1290941,41.09504056,1,0
DOID.JK,2019Q2,"Oil, Gas and Coal",0.227038839,1,16691577757500,13373765987400,-33.9558109,7.756412358,0,0
DPNS.JK,2019Q2,Chemicals,-0.079639184,0,327625709500,77459989100,8.350734671,-19.15930581,0,0
DPUM.JK,2019Q2,Food Producers,-1.292366065,-2,2106989925390,713756331490,-186.1196224,-70.04436855,0,0
DSFI.JK,2019Q2,Food Producers,0.857481994,2,402147990150,209831157010,18.11764381,-4.814427738,0,0
DSNG.JK,2019Q2,Construction and Materials,0.0198857,0,11295607000000,7848124000000,57.8249215,4.422106481,0,0
DSSA.JK,2019Q2,Electricity,0.236385259,0,53673518993750,30413414584800,-16.28922251,-8.905797009,1,0
DUTI.JK,2019Q2,Real Estate Investment and Services Development,2.070969739,3,13008192571630,5057708234280,-20.3181948,34.75979192,1,0
DVLA.JK,2019Q2,Pharmaceuticals and Biotechnology,1.67664971,2,1828024666000,534816653000,35.31541395,12.55897357,0,0
DYAN.JK,2019Q2,Industrial Support Services,1.362920531,2,1195029832810,496294654040,-48.62532301,-8.456544673,1,0
ECII.JK,2019Q2,Retailers,0.380696331,0,1954293032620,206455658780,-200.0930298,5.646552173,1,0
EKAD.JK,2019Q2,Chemicals,1.294645358,1,848703528680,129624037120,-29.56586014,11.11273275,0,0
ELSA.JK,2019Q2,"Oil, Gas and Coal",1.319817412,2,6068089000000,2697980000000,44.95988704,27.97104069,0,0
ELTY.JK,2019Q2,Real Estate Investment and Services Development,-2.564782748,-4,13606180006240,5386939444690,-170.3404162,-8.86740343,1,0
EMDE.JK,2019Q2,Real Estate Investment and Services Development,0.845132686,2,2141229898420,1289897091350,-123.8050091,-15.36199334,1,0
EMTK.JK,2019Q2,Telecommunications Equipment,-5.564095142,-8,17921927309000,6912828159000,-440.1435695,23.641899,0,0
ENRG.JK,2019Q2,"Oil, Gas and Coal",2.422252495,9,10647388133750,7965756674850,31.83177977,-8.588518197,0,0
EPMT.JK,2019Q2,Pharmaceuticals and Biotechnology,2.183974358,3,7977316930700,2111766759820,4.665942978,10.05581759,0,0
ERAA.JK,2019Q2,Retailers,0.579315559,1,11140089595000,6498390823000,-51.95633467,-5.75513112,1,0
ERTX.JK,2019Q2,Personal Goods,0.576722413,2,950427038750,660575886750,5.696558759,13.27175689,1,0
ESSA.JK,2019Q2,"Oil, Gas and Coal",-0.208465469,0,13161845206250,10441631577000,138.7683124,500.0427377,0,0
ESTI.JK,2019Q2,Industrial Materials,0.32030324,1,886179335000,649659035000,-171.8327345,-63.70308137,1,0
EXCL.JK,2019Q2,Telecommunications Service Providers,0.389150114,1,58378629000000,39717292000000,147.6143853,13.43501163,0,0
FAST.JK,2019Q2,Travel and Leisure,3.353675404,7,3252820862000,1596262320000,206.6015743,12.67778113,1,0
FASW.JK,2019Q2,Industrial Materials,2.034526923,5,10864591258330,6513604678880,-32.98546863,-13.8715084,1,0
FILM.JK,2019Q2,Media,0.36541061,0,1394764803910,43234819190,-84.36528228,-15.22771243,1,0
FIRE.JK,2019Q2,Retailers,1.456623068,2,558058395120,241656558830,-21.61519456,33.20174329,1,0
FISH.JK,2019Q2,Food Producers,0.904393799,3,5205696367950,3702272679300,6.806038174,8.340806121,0,0
FMII.JK,2019Q2,Personal Goods,-0.529530775,-1,919263920310,297380156160,202.5646978,118.4664013,1,0
FOOD.JK,2019Q2,Food Producers,0.287371212,0,125793152900,62703743240,-240.682607,2.924076662,0,0
FORU.JK,2019Q2,Media,3.604967848,6,101057287870,38112980140,7.705881537,-42.03221182,1,0
FPNI.JK,2019Q2,General Industrials,0.233897085,0,2488712000000,1253192460000,-150.7500548,-22.81958837,1,0
FREN.JK,2019Q2,Telecommunications Service Providers,-2.548542973,-6,25366734032550,13415904369680,-0.269756325,21.12722084,0,0
GAMA.JK,2019Q2,Real Estate Investment and Services Development,0.013410646,0,1387137004090,282336443320,-12.18728176,-44.92549287,1,0
GDST.JK,2019Q2,Industrial Metals and Mining,0.148979794,0,1513627294740,634808241490,193.8782472,36.08636015,1,0
GDYR.JK,2019Q2,Automobiles and Parts,-0.821454808,-2,1788765563750,1053281333750,-42.10579062,-9.005516387,1,0
GEMA.JK,2019Q2,Household Goods and Home Construction,0.118175233,0,1045672226270,679680932970,57.08182455,-37.57029224,0,0
GEMS.JK,2019Q2,"Oil, Gas and Coal",2.060225357,4,9923500811250,5290519174200,-49.89368126,5.418765372,0,0
GGRM.JK,2019Q2,Tobacco,2.909721231,4,66700099000000,22288499000000,13.81718938,13.82298486,1,0
GHON.JK,2019Q2,Telecommunications Service Providers,2.910669814,3,505234215000,74133878000,37.94906707,6.51157594,0,0
GIAA.JK,2019Q2,Travel and Leisure,-2.871046319,-17,59734950250000,51129839068750,-511.4266042,10.42379013,1,0
GJTL.JK,2019Q2,Automobiles and Parts,-0.026458512,0,19302224000000,13292568000000,-15.85361209,9.216817832,1,0
GMFI.JK,2019Q2,Industrial Transportation,-2.189797402,-5,10197976756250,6226748291400,-33.00900837,11.38372335,1,0
GMTD.JK,2019Q2,Real Estate Investment and Services Development,0.96104051,2,1230676629310,448801464430,-46.97325435,-40.51180094,1,0
GOLD.JK,2019Q2,Retailers,0.820523139,2,252377091770,156006858080,5.745368666,8.566248953,1,0
GOLL.JK,2019Q2,Food Producers,-0.658255838,-2,2471198161230,1786891598230,-198.2509998,-45.82434661,0,0
GOOD.JK,2019Q2,Food Producers,2.066444828,4,4889184877180,2469305565660,38.74369846,6.269553224,0,0
GPRA.JK,2019Q2,Real Estate Investment and Services Development,0.403128435,0,1541004736120,543683705370,54.65380202,-4.660941379,1,0
GTBO.JK,2019Q2,"Oil, Gas and Coal",-5.473319133,-6,836898556250,118786078000,-193.4323846,59.78637654,0,0
GWSA.JK,2019Q2,Real Estate Investment and Services Development,0.325246844,0,7514134768010,644317044880,265.7637803,22.35479197,1,0
GZCO.JK,2019Q2,Food Producers,-4.062853799,-13,2777185000000,1938871000000,14.40842709,-55.66742449,0,0
HADE.JK,2019Q2,Investment Banking and Brokerage Services,-0.452576024,-1,72448872140,7491836790,-50.06281835,10.31889605,1,0
HDFA.JK,2019Q2,Finance and Credit Services,-4.017262322,-30,1244754972000,1059246027000,-116.1291749,-65.29509109,0,0
HDTX.JK,2019Q2,Industrial Materials,10.35462115,503,586940667000,394564590000,-98.30846946,-21.55553892,1,0
HEAL.JK,2019Q2,Health Care Providers,1.753255866,3,4315860000000,2582184000000,41.50067871,20.82932373,0,0
HELI.JK,2019Q2,Travel and Leisure,1.083743197,2,196130363740,76078678050,25.63705212,-17.29632896,1,0
HERO.JK,2019Q2,Retailers,0.185710171,0,6233834000000,2293270000000,112.6178621,-4.967321878,1,0
HEXA.JK,2019Q2,Industrial Engineering,2.632902394,5,4841450111250,2322108472500,118.0085441,-0.635351351,1,0
HITS.JK,2019Q2,Industrial Transportation,2.296539405,10,3103588437300,2506210968300,1.404643946,26.71022208,1,0
HKMU.JK,2019Q2,Construction and Materials,2.271882381,6,1593157948720,962778353890,57.53188968,54.79614619,0,0
HMSP.JK,2019Q2,Tobacco,6.98967116,10,43112611000000,14627986000000,11.63597142,3.431153499,1,0
HOKI.JK,2019Q2,Food Producers,3.789108806,5,832273353510,212081009130,5.477676227,20.00288457,0,0
HOME.JK,2019Q2,Travel and Leisure,-2.902372972,-4,281193747620,99192566030,-846.4457915,-59.14754085,1,0
HOTL.JK,2019Q2,Travel and Leisure,0.02641413,0,1326095492220,893749717900,-73.25663905,-7.615799388,1,0
HRTA.JK,2019Q2,Personal Goods,2.668012868,4,1853326706660,448836562020,5.090015531,24.19262769,1,0
HRUM.JK,2019Q2,"Oil, Gas and Coal",1.637570718,2,6210696960000,1845827738750,-26.44678599,0.657736421,0,0
IATA.JK,2019Q2,Travel and Leisure,-0.909296217,-2,927475608750,432606205200,143.4448176,-29.51666317,1,0
IBFN.JK,2019Q2,Finance and Credit Services,-0.868238455,-4,1745995929010,1509815569670,-13.26984781,-145.7241442,0,0
IBST.JK,2019Q2,Telecommunications Service Providers,0.321838047,0,7679088130520,2338772504500,16.79696948,23.11578978,0,0
ICBP.JK,2019Q2,Food Producers,3.549090006,5,37368164000000,13340232000000,13.96969282,13.52718373,0,0
ICON.JK,2019Q2,Real Estate Investment and Services Development,0.816825645,2,386696844080,235849806430,194.2786329,0.985662149,1,0
IDPR.JK,2019Q2,Construction and Materials,-0.131759707,0,1880776049040,699501730410,-22.18896339,10.63767424,0,0
IGAR.JK,2019Q2,General Industrials,2.23650432,3,594879235630,237787393140,-4.675704469,-8.314656207,1,0
IIKP.JK,2019Q2,Food Producers,-1.146584544,-1,292315304990,25003804020,4.745334247,18.49095523,0,0
IKAI.JK,2019Q2,Construction and Materials,-1.528716581,-2,1266899645000,559116243000,81.83883428,1068.171011,0,0
IKBI.JK,2019Q2,Electronic and Electrical Equipment,1.007525156,1,1332506890650,372920985450,-1.490656476,36.84956347,1,0
IMAS.JK,2019Q2,Automobiles and Parts,-0.457006362,-2,42936369054340,32796685724400,-2.359517136,11.66056976,1,0
IMJS.JK,2019Q2,Consumer Services,0.28030783,2,21000416590730,17893257442170,45.9519502,27.49577897,1,0
IMPC.JK,2019Q2,General Industrials,0.088707696,1,2399937185890,1283718281450,20.0496733,6.724105594,1,0
INAF.JK,2019Q2,Pharmaceuticals and Biotechnology,-0.184450718,-1,1399847472100,927558118220,-70.83973423,-13.97937686,0,0
INAI.JK,2019Q2,Industrial Metals and Mining,0.931677813,4,1388936750140,1072057681960,-4.98083152,13.07381883,1,0
INCF.JK,2019Q2,Chemicals,0.300082875,1,526107802080,384695725840,-130.4793256,35.80598546,0,0
INCI.JK,2019Q2,Chemicals,0.57052423,1,378945920630,57666345110,-59.83818745,8.66225414,0,0
INCO.JK,2019Q2,Precious Metals and Mining,-0.283173711,0,29798467250000,3549993875000,-124.4838634,-19.91082376,1,0
INDF.JK,2019Q2,Food Producers,1.331966957,3,97367672000000,62905053000000,3.87016607,5.830742513,0,0
INDR.JK,2019Q2,Personal Goods,0.314093674,1,10886011928750,5670503426250,-65.2006435,-2.277737048,1,0
INDS.JK,2019Q2,Automobiles and Parts,0.030540981,0,2516121829500,273274182590,-18.50913085,-18.59505072,1,0
INDY.JK,2019Q2,"Oil, Gas and Coal",0.151420674,0,50292434270000,37343877835000,-56.69160327,5.021626403,0,0
INKP.JK,2019Q2,Industrial Materials,0.836367204,2,124870861875000,70403007480000,-34.89447315,-3.626153349,1,0
INPP.JK,2019Q2,Real Estate Investment and Services Development,24.03172805,38,8179017844290,2996835820760,221.6006892,14.80660323,1,0
INPS.JK,2019Q2,Industrial Transportation,-0.798276055,-3,486238153490,348143572780,64.98697417,45.50575595,1,0
INRU.JK,2019Q2,Industrial Materials,-0.095450937,0,6554178345000,4137658980000,304.8555596,-31.44749928,1,0
INTD.JK,2019Q2,Leisure Goods,0.839682554,1,50267098370,11964219800,-81.56521214,5.741302676,1,0
INTP.JK,2019Q2,Construction and Materials,0.910484653,1,25852869000000,4016214000000,980.2623568,6.731058491,0,0
