Firm,Period,code,ICB Sector,ROA,ROE,TA,Total Liabilities,OI_GROWTH,REV_GROWTH,current_rat,quick_rat,Treated,After
IATA.JK,2020Q2,IATA.JK2020Q2,Travel and Leisure,-1.882125196,-4,9.50353E+11,5.14304E+11,117.5815677,-25.18755199,0.25,0.15,1,1
IBFN.JK,2020Q2,IBFN.JK2020Q2,Finance and Credit Services,0.09867396,1,1.50755E+12,1.22123E+12,64.11778086,56.13936397,0.14,0.14,0,1
IBST.JK,2020Q2,IBST.JK2020Q2,Telecommunications Service Providers,0.21390919,0,9.09148E+12,2.97321E+12,35.18136008,19.63542526,1.07,0.97,0,1
ICBP.JK,2020Q2,ICBP.JK2020Q2,Food Producers,3.461922156,5,4.34584E+13,1.48048E+13,43.21223318,1.529915189,2.86,2.34,0,1
ICON.JK,2020Q2,ICON.JK2020Q2,Real Estate Investment and Services Development,1.07363348,2,3.61056E+11,1.86265E+11,-21.75458975,-10.09665601,2.71,1.31,1,1
IDPR.JK,2020Q2,IDPR.JK2020Q2,Construction and Materials,-4.061920682,-7,1.78425E+12,7.62004E+11,-425.6433385,-20.83184906,2.24,1.4,0,1
IGAR.JK,2020Q2,IGAR.JK2020Q2,General Industrials,2.851005776,3,6.67893E+11,2.63317E+11,-33.89064475,14.45605704,6.8,5.13,1,1
IIKP.JK,2020Q2,IIKP.JK2020Q2,Food Producers,-0.698079625,-1,3.7781E+11,24725318130,-20.42216989,9.560386247,183.9,150.8,0,1
IKBI.JK,2020Q2,IKBI.JK2020Q2,Electronic and Electrical Equipment,-0.776812551,-1,1.4952E+12,3.64371E+11,-146.7050208,-3.656801056,2.96,1.57,1,1
IMAS.JK,2020Q2,IMAS.JK2020Q2,Automobiles and Parts,-0.472520946,-2,4.53994E+13,3.91039E+13,-27.54927037,-40.1652923,0.79,0.68,1,1
IMJS.JK,2020Q2,IMJS.JK2020Q2,Consumer Services,0.060469118,1,2.63649E+13,2.35016E+13,8.341437242,23.22815448,0.9,0.89,1,1
IMPC.JK,2020Q2,IMPC.JK2020Q2,General Industrials,-1.15556387,-2,2.63861E+12,1.43367E+12,-179.3029287,9.45314214,2.52,1.24,1,1
INAF.JK,2020Q2,INAF.JK2020Q2,Pharmaceuticals and Biotechnology,1.143135151,3,1.55531E+12,1.05503E+12,354.2393838,28.63334164,1.64,1.17,0,1
INAI.JK,2020Q2,INAI.JK2020Q2,Industrial Metals and Mining,0.112763745,0,1.27831E+12,9.5764E+11,-14.99597921,17.82735146,1.05,0.67,1,1
INCF.JK,2020Q2,INCF.JK2020Q2,Chemicals,-0.956643167,-3,4.51889E+11,3.22034E+11,-485.7661506,-26.54507424,1.34,0.88,0,1
INCI.JK,2020Q2,INCI.JK2020Q2,Chemicals,0.884921806,1,4.35929E+11,87008930070,648.8554186,2.618091111,3.52,2.92,0,1
INCO.JK,2020Q2,INCO.JK2020Q2,Precious Metals and Mining,1.089965074,1,3.17242E+13,3.43771E+12,-360.0854073,12.43450793,4.97,3.77,1,1
INDF.JK,2020Q2,INDF.JK2020Q2,Food Producers,1.61041198,4,1.03395E+14,6.28719E+13,33.21967771,3.294043014,1.38,0.99,0,1
INDR.JK,2020Q2,INDR.JK2020Q2,Personal Goods,-0.421193086,-1,1.06834E+13,5.40112E+12,-214.4229246,-47.15160305,1.1,0.52,1,1
INDS.JK,2020Q2,INDS.JK2020Q2,Automobiles and Parts,-0.583110652,-1,2.84333E+12,2.90708E+11,84.68217248,-36.84748109,6.83,3.32,1,1
INDY.JK,2020Q2,INDY.JK2020Q2,"Oil, Gas and Coal",0.058023228,0,4.77669E+13,3.66929E+13,-75.01587713,-28.01261957,2.12,1.95,0,1
INKP.JK,2020Q2,INKP.JK2020Q2,Industrial Materials,0.286970872,1,1.17849E+14,6.85491E+13,27.67786708,-11.55023416,2.31,1.63,1,1
INPP.JK,2020Q2,INPP.JK2020Q2,Real Estate Investment and Services Development,1.594145782,2,8.23139E+12,2.21576E+12,-37.46390496,-62.67803683,5.05,4.28,1,1
INRU.JK,2020Q2,INRU.JK2020Q2,Industrial Materials,-0.443220272,-1,7.69587E+12,5.27577E+12,-433.2035935,161.9423508,0.43,0.06,1,1
INTD.JK,2020Q2,INTD.JK2020Q2,Leisure Goods,-4.635202695,-6,49830173930,9932594280,-817.8983405,-69.13262249,8.1,3.57,1,1
INTP.JK,2020Q2,INTP.JK2020Q2,Construction and Materials,0.255782002,0,2.70374E+13,3.49925E+12,-104.40588,-13.45811227,4.54,3.82,0,1
IPOL.JK,2020Q2,IPOL.JK2020Q2,General Industrials,0.527896332,1,3.86276E+12,1.90854E+12,-3.087283663,-0.614833568,1.19,0.84,1,1
ISAT.JK,2020Q2,ISAT.JK2020Q2,Telecommunications Service Providers,0.451643542,2,6.10795E+13,4.86786E+13,59.34914447,10.94028932,0.47,0.46,0,1
ISSP.JK,2020Q2,ISSP.JK2020Q2,Industrial Metals and Mining,1.227190978,3,6.30619E+12,3.3573E+12,-134.1046469,-42.08503227,1.36,0.27,1,1
ITMA.JK,2020Q2,ITMA.JK2020Q2,"Oil, Gas and Coal",2.267968908,2,2.14567E+12,4401632500,-40.26990275,0.389380531,1.03,1.03,0,1
ITMG.JK,2020Q2,ITMG.JK2020Q2,"Oil, Gas and Coal",1.141406246,2,1.74225E+13,5.09222E+12,-61.98080023,-34.53328102,1.6,1.39,0,1
JAWA.JK,2020Q2,JAWA.JK2020Q2,Food Producers,-2.707279928,-34,3.51431E+12,3.28099E+12,463.6390031,-67.68499685,0.34,0.16,0,1
JECC.JK,2020Q2,JECC.JK2020Q2,Technology Hardware & Equipment,-0.297809216,-1,1.51205E+12,8.85996E+11,-10.4464401,-62.88150724,1.42,0.72,0,1
JGLE.JK,2020Q2,JGLE.JK2020Q2,Travel and Leisure,-0.863276549,-1,3.38326E+12,1.25124E+12,-614.1937149,-34.64825299,3.06,2.69,1,1
JIHD.JK,2020Q2,JIHD.JK2020Q2,Real Estate Investment and Services Development,-1.180037795,-1,6.82702E+12,3.24679E+12,-847.6241786,-49.59448023,0.78,0.73,1,1
JKON.JK,2020Q2,JKON.JK2020Q2,Construction and Materials,-0.596569561,-1,4.742E+12,2.333E+12,329.4274137,-36.05975797,1.41,1.15,0,1
JPFA.JK,2020Q2,JPFA.JK2020Q2,Food Producers,-0.668851728,-2,2.77964E+13,1.71429E+13,-95.01317841,-19.08727563,1.73,0.53,0,1
JRPT.JK,2020Q2,JRPT.JK2020Q2,Real Estate Investment and Services Development,1.713650313,3,1.16647E+13,4.63655E+12,-16.80331444,-8.439973538,1.07,0.32,1,1
JSMR.JK,2020Q2,JSMR.JK2020Q2,Industrial Transportation,-0.624067526,-3,1.02691E+14,8.38622E+13,-67.08955067,-58.10311505,0.43,0.43,1,1
JSPT.JK,2020Q2,JSPT.JK2020Q2,Travel and Leisure,0.879116793,1,5.38149E+12,3.28163E+12,-173.6343022,-72.26741472,2.18,2.16,1,1
JTPE.JK,2020Q2,JTPE.JK2020Q2,Industrial Support Services,0.828670696,1,1.1726E+12,4.54237E+11,-55.51620824,-15.56794753,1.48,0.59,1,1
KAEF.JK,2020Q2,KAEF.JK2020Q2,Pharmaceuticals and Biotechnology,0.208405442,0,1.7514E+13,1.03086E+13,47.65162944,-15.66304,0.91,0.47,0,1
KBLI.JK,2020Q2,KBLI.JK2020Q2,Electronic and Electrical Equipment,-2.568843082,-3,2.98668E+12,7.90196E+11,-108.6962249,-54.02222915,4.8,3.12,1,1
KBLM.JK,2020Q2,KBLM.JK2020Q2,Electronic and Electrical Equipment,0.000744085,0,1.15672E+12,3.0567E+11,-89.17867818,-23.26128754,1.54,0.63,1,1
KBLV.JK,2020Q2,KBLV.JK2020Q2,Telecommunications Service Providers,4.653174497,17,7.35293E+12,5.84608E+12,-17575.58854,12.29355488,0.13,0.12,0,1
KBRI.JK,2020Q2,KBRI.JK2020Q2,Industrial Materials,-0.051015332,0,1.05893E+12,9.09462E+11,8.848778368,-93.69907147,0.03,0.02,1,1
KDSI.JK,2020Q2,KDSI.JK2020Q2,Household Goods and Home Construction,0.864123163,2,1.27871E+12,6.49723E+11,-44.23680235,-23.15450899,1.33,0.7,0,1
KIAS.JK,2020Q2,KIAS.JK2020Q2,Construction and Materials,-2.630247297,-3,1.05425E+12,2.74132E+11,-66.06313321,-72.45852645,1.97,1.4,0,1
KICI.JK,2020Q2,KICI.JK2020Q2,Household Goods and Home Construction,-0.354714952,-1,1.58619E+11,73417903700,-349.8746882,-26.96556917,6.1,1.98,0,1
KIJA.JK,2020Q2,KIJA.JK2020Q2,Real Estate Investment and Services Development,6.103331222,14,1.22768E+13,7.62782E+12,-1108.269914,158.5631682,5.95,1.53,1,1
KINO.JK,2020Q2,KINO.JK2020Q2,"Personal Care, Drug and Grocery Stores",1.159682972,2,5.26601E+12,2.64349E+12,18.42046831,-11.47179522,1.29,0.94,0,1
KIOS.JK,2020Q2,KIOS.JK2020Q2,Software & Computer Services,-3.326942209,-8,2.45497E+11,1.51024E+11,-64.20079668,-58.62255453,1.47,0.53,1,1
KKGI.JK,2020Q2,KKGI.JK2020Q2,"Oil, Gas and Coal",2.899113225,3,1.72022E+12,5.06668E+11,-188.4845505,-35.79425668,3.01,2.45,0,1
KLBF.JK,2020Q2,KLBF.JK2020Q2,Pharmaceuticals and Biotechnology,3.306642516,4,2.20911E+13,5.74954E+12,4.419210521,-0.073184827,3.27,2.14,0,1
KMTR.JK,2020Q2,KMTR.JK2020Q2,Automobiles and Parts,3.17525077,8,4.37039E+12,2.57319E+12,69.69715558,-45.05749522,15.36,7.48,1,1
KOBX.JK,2020Q2,KOBX.JK2020Q2,Industrial Transportation,-1.868171163,-8,1.7092E+12,1.40251E+12,-139.4419646,-22.83364996,1.03,0.32,1,1
KOIN.JK,2020Q2,KOIN.JK2020Q2,Retailers,0.120795372,1,4.50738E+11,4.87111E+11,-117.6394731,-40.13127673,1.12,0.75,1,1
KONI.JK,2020Q2,KONI.JK2020Q2,Leisure Goods,9.712532987,144,1.09974E+11,1.08803E+11,-79.46548177,-53.83939117,0.85,0.39,1,1
KOPI.JK,2020Q2,KOPI.JK2020Q2,"Oil, Gas and Coal",-2.05767404,-4,1.73941E+11,83141247490,-40.39662135,-5.455040337,1.33,0.62,0,1
KPIG.JK,2020Q2,KPIG.JK2020Q2,Real Estate Investment and Services Development,0.380867275,1,2.88819E+13,6.15657E+12,-26.4910259,-47.90349147,3.26,2.25,1,1
KRAH.JK,2020Q2,KRAH.JK2020Q2,Industrial Engineering,-10.93193905,-73,6.06056E+11,5.07667E+11,182.9020983,120.7767777,0.94,0.17,1,1
KRAS.JK,2020Q2,KRAS.JK2020Q2,Industrial Metals and Mining,-2.415378908,-19,4.71365E+13,3.98521E+13,-148.3425199,-14.30372052,0.77,0.47,1,1
KREN.JK,2020Q2,KREN.JK2020Q2,Investment Banking and Brokerage Services,0.838345523,1,4.1698E+12,2.79E+12,-263.935973,36.96292606,3.26,3.26,1,1
LEAD.JK,2020Q2,LEAD.JK2020Q2,"Oil, Gas and Coal",-0.893950009,-3,2.40651E+12,1.76778E+12,-80.51801634,71.09737334,1.45,1.38,0,1
LINK.JK,2020Q2,LINK.JK2020Q2,Telecommunications Service Providers,3.574672838,6,7.55835E+12,2.36329E+12,-11.97421116,6.212342688,0.6,0.6,0,1
LION.JK,2020Q2,LION.JK2020Q2,Industrial Metals and Mining,-2.426492655,-4,6.7531E+11,2.17629E+11,704.7759839,-28.71923899,3.96,2.48,1,1
LMAS.JK,2020Q2,LMAS.JK2020Q2,Media,-5.210897236,-13,3.78911E+11,3.22316E+11,-48.32476532,-47.58294386,2.05,0.43,1,1
LMPI.JK,2020Q2,LMPI.JK2020Q2,Household Goods and Home Construction,-1.046226366,-3,7.12085E+11,4.53961E+11,102.5334891,-2.374569936,1.15,0.45,0,1
LMSH.JK,2020Q2,LMSH.JK2020Q2,Industrial Metals and Mining,-2.403699573,-3,1.36049E+11,28455305450,-119.2322338,-16.65803069,5.19,2.78,1,1
LPCK.JK,2020Q2,LPCK.JK2020Q2,Real Estate Investment and Services Development,-2.817009415,-4,1.3694E+13,3.32062E+12,-612.178489,79.31953423,3.34,0.63,1,1
LPIN.JK,2020Q2,LPIN.JK2020Q2,Automobiles and Parts,1.850353047,2,3.28211E+11,26163923710,198.7866305,27.43421415,19.69,16.18,1,1
LPKR.JK,2020Q2,LPKR.JK2020Q2,Real Estate Investment and Services Development,1.206871233,3,5.97751E+13,3.32974E+13,-218.8086677,-14.41183965,3.71,0.77,1,1
LPLI.JK,2020Q2,LPLI.JK2020Q2,Software & Computer Services,-2.776137732,-4,8.96642E+11,2.00865E+11,3.343196573,-24.02958429,4.27,4.27,1,1
LPPF.JK,2020Q2,LPPF.JK2020Q2,Retailers,-2.94928106,-22,8.68086E+12,7.90023E+12,-119.1957177,-82.50103842,0.84,0.45,1,1
LPPS.JK,2020Q2,LPPS.JK2020Q2,Investment Banking and Brokerage Services,-0.812393484,-1,1.04361E+12,5161957700,-75.15122422,-5057.578668,0.57,0.57,1,1
LRNA.JK,2020Q2,LRNA.JK2020Q2,Industrial Transportation,-2.66028927,-3,2.93346E+11,51519648390,124.745858,-77.08115894,1.02,0.46,1,1
LSIP.JK,2020Q2,LSIP.JK2020Q2,Food Producers,0.781613334,1,1.04706E+13,1.89173E+12,177.0201203,-12.70777295,4.21,3.34,0,1
LTLS.JK,2020Q2,LTLS.JK2020Q2,Chemicals,2.200716473,6,6.02983E+12,4.13366E+12,56.73343297,-15.77408721,0.84,0.49,0,1
MAIN.JK,2020Q2,MAIN.JK2020Q2,Food Producers,-1.180984943,-3,4.99272E+12,3.0051E+12,-72.48810239,-22.16327591,1.01,0.29,0,1
MAMI.JK,2020Q2,MAMI.JK2020Q2,Travel and Leisure,-0.371958807,0,1.76123E+12,3.59108E+11,-81.40254758,-74.48782428,2.02,1.02,1,1
MAPB.JK,2020Q2,MAPB.JK2020Q2,Travel and Leisure,-3.720448364,-9,2.65581E+12,1.58323E+12,-382.7011067,-61.65819032,0.54,0.42,1,1
MAPI.JK,2020Q2,MAPI.JK2020Q2,Retailers,-2.536617863,-7,1.87462E+13,1.32887E+13,-167.7324734,-60.95751383,1.02,0.53,1,1
MARI.JK,2020Q2,MARI.JK2020Q2,Media,2.779297348,4,3.39737E+11,1.21042E+11,-31.49952406,2.353286661,0.24,0.24,1,1
MASA.JK,2020Q2,MASA.JK2020Q2,Automobiles and Parts,-0.890140226,-2,5.99348E+12,3.77314E+12,-54.64562035,-32.34792574,0.53,0.24,1,1
MBAP.JK,2020Q2,MBAP.JK2020Q2,"Oil, Gas and Coal",4.105589606,6,3.07298E+12,7.42901E+11,-19.84266285,-3.118875206,4.08,3.75,0,1
MBSS.JK,2020Q2,MBSS.JK2020Q2,Industrial Transportation,-1.054811698,-1,3.09044E+12,8.87607E+11,288.1633288,-34.26353099,2.66,2.55,1,1
MBTO.JK,2020Q2,MBTO.JK2020Q2,Personal Goods,-3.381041328,-10,5.78032E+11,3.86856E+11,6.487796326,-21.03204468,1.95,0.62,1,1
MCAS.JK,2020Q2,MCAS.JK2020Q2,Software & Computer Services,2.736819922,10,2.16224E+12,1.7056E+12,-17.51705022,26.48037466,3.05,2,1,1
MDIA.JK,2020Q2,MDIA.JK2020Q2,Media,4.752316765,13,6.24295E+12,4.04581E+12,-2185.894396,-31.94036162,1.48,1.3,1,1
MDKA.JK,2020Q2,MDKA.JK2020Q2,Industrial Metals and Mining,2.262037617,5,1.3354E+13,7.19584E+12,-0.613237561,-4.669001091,0.84,0.47,1,1
MDKI.JK,2020Q2,MDKI.JK2020Q2,Chemicals,1.006033824,1,9.1682E+11,1.03947E+11,39.72711768,2.463431508,6.48,4.76,0,1
MDLN.JK,2020Q2,MDLN.JK2020Q2,Real Estate Investment and Services Development,-0.969672952,-2,1.70004E+13,9.94665E+12,-104.8894225,-88.06752937,1.56,0.98,1,1
MEDC.JK,2020Q2,MEDC.JK2020Q2,"Oil, Gas and Coal",-0.464212092,-3,8.97671E+13,8.49946E+13,-25.20314356,-15.89969516,1.98,0.189,0,1
MERK.JK,2020Q2,MERK.JK2020Q2,Pharmaceuticals and Biotechnology,-0.299366244,0,9.54481E+11,3.3506E+11,156.4058143,-21.50570639,2.58,1.38,0,1
META.JK,2020Q2,META.JK2020Q2,Industrial Transportation,1.029836011,2,5.61897E+12,2.99925E+12,-16.35720064,418.7998557,1.06,1.05,1,1
MFIN.JK,2020Q2,MFIN.JK2020Q2,Finance and Credit Services,0.328344009,1,4.57307E+12,2.22375E+12,-50.57298087,-13.1715941,13.82,13.82,0,1
MFMI.JK,2020Q2,MFMI.JK2020Q2,Industrial Support Services,-0.802993438,-2,3.66168E+11,2.38837E+11,23.42569277,2.769620255,2.16,2.14,1,1
MICE.JK,2020Q2,MICE.JK2020Q2,"Personal Care, Drug and Grocery Stores",-0.293431437,0,1.02165E+12,3.46823E+11,23.27082112,-20.91433202,1.54,0.75,0,1
MIDI.JK,2020Q2,MIDI.JK2020Q2,Retailers,1.097129553,5,5.57848E+12,4.30589E+12,10.84975783,4.582995911,0.61,0.16,1,1
MIKA.JK,2020Q2,MIKA.JK2020Q2,Health Care Providers,1.667374521,2,5.85882E+12,1.59402E+12,-58.40557464,-27.3355789,3.98,3.91,0,1
MIRA.JK,2020Q2,MIRA.JK2020Q2,Industrial Transportation,-2.391723472,-4,3.29371E+11,1.08823E+11,-129.996927,-41.74017197,1.25,1.18,1,1
MKNT.JK,2020Q2,MKNT.JK2020Q2,Telecommunications Equipment,-0.654091897,-6,8.02697E+11,6.94824E+11,-137.0342131,9.718370322,3.71,2.19,0,1
MKPI.JK,2020Q2,MKPI.JK2020Q2,Real Estate Investment and Services Development,-1.234142555,-2,7.72807E+12,2.11104E+12,-191.8639756,-67.5743902,1.27,1.26,1,1
MLBI.JK,2020Q2,MLBI.JK2020Q2,Beverages,-2.03453923,-6,3.47296E+12,2.26554E+12,-121.6943929,-78.33692392,0.82,0.73,0,1
MLIA.JK,2020Q2,MLIA.JK2020Q2,Construction and Materials,-0.378593364,-1,5.72509E+12,3.25461E+12,-194.0076786,-16.23589376,0.97,0.49,0,1
MLPL.JK,2020Q2,MLPL.JK2020Q2,Retailers,0.198723107,2,1.70733E+13,1.26599E+13,-714.1472868,-26.82975289,0.83,0.57,1,1
MLPT.JK,2020Q2,MLPT.JK2020Q2,Software & Computer Services,2.052536234,6,2.33688E+12,1.25329E+12,92.16580623,3.747075602,1.14,0.73,1,1
MMLP.JK,2020Q2,MMLP.JK2020Q2,Industrial Support Services,0.727364484,0,6.75555E+12,2.86441E+12,15.2743352,12.467657,1.04,1.04,1,1
MNCN.JK,2020Q2,MNCN.JK2020Q2,Media,3.67548235,5,1.83939E+13,5.83331E+12,-20.79207505,-17.521152,4.01,2.41,1,1
MPMX.JK,2020Q2,MPMX.JK2020Q2,Automobiles and Parts,-1.525605264,-2,8.71412E+12,2.3915E+12,-94.90742607,-57.85825537,1.7,1.39,1,1
MPOW.JK,2020Q2,MPOW.JK2020Q2,Electricity,7.631171223,15,2.68477E+11,1.25335E+11,-46.38537427,-25.24136947,0.26,0.26,1,1
MPPA.JK,2020Q2,MPPA.JK2020Q2,Retailers,-2.130348127,-21,5.58629E+12,5.15585E+12,-54.09977032,-2.090483917,0.59,0.17,1,1
MRAT.JK,2020Q2,MRAT.JK2020Q2,Personal Goods,0.234743013,0,5.28526E+11,1.59491E+11,-379.9293711,8.057443706,2.72,1.71,1,1
MSKY.JK,2020Q2,MSKY.JK2020Q2,Media,-1.152034888,-2,4.21687E+12,1.45712E+12,-171.263246,-16.84274057,1.01,0.8,1,1
MTDL.JK,2020Q2,MTDL.JK2020Q2,Technology Hardware & Equipment,1.712376677,3,5.55971E+12,3.38585E+12,14.84067981,-3.84959233,2.22,1.53,0,1
MTFN.JK,2020Q2,MTFN.JK2020Q2,Investment Banking and Brokerage Services,-1.463634045,-87,8.53687E+11,9.45485E+11,-1566.560255,109.2779301,0.64,0.64,1,1
MTLA.JK,2020Q2,MTLA.JK2020Q2,Real Estate Investment and Services Development,0.504074412,1,5.81099E+12,2.24199E+12,-6.572936256,-62.22954413,2.95,0.77,1,1
MTRA.JK,2020Q2,MTRA.JK2020Q2,Construction and Materials,0.4419213,1,3.48374E+11,2.16724E+11,-715.5402087,91.68798883,1.22,0.77,0,1
MTSM.JK,2020Q2,MTSM.JK2020Q2,"Personal Care, Drug and Grocery Stores",0.47165008,1,75610715010,20872993640,-132.8166509,-39.62693197,1.43,0.43,0,1
MYOH.JK,2020Q2,MYOH.JK2020Q2,"Oil, Gas and Coal",9.644731551,12,2.26871E+12,4.0283E+11,-48.56564586,-19.90430523,2.89,2.4,0,1
MYOR.JK,2020Q2,MYOR.JK2020Q2,Food Producers,0.067348336,0,1.83507E+13,7.75027E+12,-15.85111518,-5.657656659,4.3,3.26,0,1
NASA.JK,2020Q2,NASA.JK2020Q2,Real Estate Investment and Services Development,-0.124552066,0,1.13976E+12,55159704670,-25.6663743,-16.00163563,3.12,3.12,1,1
NELY.JK,2020Q2,NELY.JK2020Q2,Industrial Transportation,1.437080121,2,5.56315E+11,85166939770,-28.92836234,-6.881176939,5.02,4.26,1,1
NIKL.JK,2020Q2,NIKL.JK2020Q2,Industrial Metals and Mining,7.455306151,26,1.94559E+12,1.29503E+12,-1550.361574,-1.814837827,1.21,0.87,1,1
NIPS.JK,2020Q2,NIPS.JK2020Q2,Electronic and Electrical Equipment,0.642446016,1,1.90035E+12,9.0458E+11,120.3049211,11.91253882,1.16,0.6,1,1
NIRO.JK,2020Q2,NIRO.JK2020Q2,Real Estate Investment and Services Development,-1.882312988,-1,8.32006E+12,6.07678E+12,-956.0060208,-20.43203006,5.59,5.5,1,1
NRCA.JK,2020Q2,NRCA.JK2020Q2,Construction and Materials,0.624327123,1,2.38494E+12,1.19553E+12,6.553220779,-34.10400841,2.07,2.03,0,1
OASA.JK,2020Q2,OASA.JK2020Q2,Telecommunications Equipment,-3.280172165,-3,47870572360,645100060,391.9259414,-94.0565243,5154.65,5111.79,0,1
OMRE.JK,2020Q2,OMRE.JK2020Q2,Real Estate Investment and Services Development,-1.713720901,-2,4.24995E+12,5.32051E+11,10.34546865,-69.28688541,1.28,1.22,1,1
PADI.JK,2020Q2,PADI.JK2020Q2,Investment Banking and Brokerage Services,-0.628335143,-1,3.11088E+11,28141549810,1416.402217,-85.03782736,1.08,1.08,1,1
PALM.JK,2020Q2,PALM.JK2020Q2,Food Producers,0.443920007,0,2.23884E+12,2.62916E+11,-83.52070865,23.15063167,0.68,0.49,0,1
PANR.JK,2020Q2,PANR.JK2020Q2,Travel and Leisure,-1.854603107,-4,2.16089E+12,1.40007E+12,-113.8606615,-20.85343413,1.36,1.35,1,1
PANS.JK,2020Q2,PANS.JK2020Q2,Investment Banking and Brokerage Services,5.246016779,9,1.94053E+12,8.04489E+11,172.1524895,52.13574186,1.08,1.08,1,1
PBRX.JK,2020Q2,PBRX.JK2020Q2,Personal Goods,1.89385644,4,9.26988E+12,5.9532E+12,54.16492829,19.44454883,2.65,1.09,1,1
PBSA.JK,2020Q2,PBSA.JK2020Q2,Construction and Materials,2.354804162,3,7.45628E+11,1.89322E+11,18.85006792,8.778363238,3.2,2.78,0,1
PCAR.JK,2020Q2,PCAR.JK2020Q2,Food Producers,-6.29035304,-9,1.14878E+11,37886281160,112.9264089,-48.80220706,2.15,1.94,0,1
PDES.JK,2020Q2,PDES.JK2020Q2,Travel and Leisure,-7.526807714,-18,3.88051E+11,2.44975E+11,-24733.10452,-97.57699942,0.76,0.76,1,1
PEGE.JK,2020Q2,PEGE.JK2020Q2,Investment Banking and Brokerage Services,1.467040362,2,5.07245E+11,8122437220,-94.99426582,-85.67411869,75.69,75.69,1,1
PGAS.JK,2020Q2,PGAS.JK2020Q2,"Gas, Water and Multi-utilities",-0.368704207,-2,1.07146E+14,8.69853E+13,21.32503281,-35.6553406,2.31,2.22,0,1
PGLI.JK,2020Q2,PGLI.JK2020Q2,Travel and Leisure,-1.924785018,-3,89996026030,27732244050,-48.10738445,-47.56071096,2.55,2.45,1,1
PICO.JK,2020Q2,PICO.JK2020Q2,General Industrials,-0.873392654,-3,1.12762E+12,8.10296E+11,-15.51970667,-7.523937014,0.64,0.27,1,1
PJAA.JK,2020Q2,PJAA.JK2020Q2,Travel and Leisure,-3.150405314,-7,4.50418E+12,2.02666E+12,-66.32094041,-89.63080157,0.76,0.75,1,1
PKPK.JK,2020Q2,PKPK.JK2020Q2,"Oil, Gas and Coal",1.194834514,5,76964386000,59369214000,822.6921941,910.441724,209.35,207.36,0,1
PLIN.JK,2020Q2,PLIN.JK2020Q2,Travel and Leisure,1.098271072,1,1.26794E+13,9.72457E+11,-15.49536369,-19.75339488,2.46,2.44,1,1
PORT.JK,2020Q2,PORT.JK2020Q2,Industrial Transportation,-1.330640566,-3,2.16162E+12,1.40922E+12,-62.2044559,18.09615724,1.28,0.75,1,1
POWR.JK,2020Q2,POWR.JK2020Q2,Electricity,2.504863396,5,1.90993E+13,1.03726E+13,-46.82080523,-28.86984151,10.19,9.13,1,1
PPRO.JK,2020Q2,PPRO.JK2020Q2,Real Estate Investment and Services Development,0.143236811,1,1.85694E+13,1.45661E+13,-43.63837467,-7.05516331,1.62,0.43,1,1
PRAS.JK,2020Q2,PRAS.JK2020Q2,Industrial Metals and Mining,1.272541228,4,1.65025E+12,1.19993E+12,-141.8688082,-69.51230168,0.72,0.27,1,1
PRDA.JK,2020Q2,PRDA.JK2020Q2,Medical Equipment and Services,-2.332207323,-3,1.91974E+12,3.8583E+11,-336.8319035,-33.45636904,8.36,7.94,0,1
PSAB.JK,2020Q2,PSAB.JK2020Q2,Travel and Leisure,-0.112854768,-2,1.36267E+13,1.14809E+13,7.226795171,-1.457312908,0.58,0.32,1,1
PSKT.JK,2020Q2,PSKT.JK2020Q2,Travel and Leisure,-1.391839562,-2,4.51034E+11,64512168270,38.23160132,-56.08036268,1.87,1.87,1,1
PTBA.JK,2020Q2,PTBA.JK2020Q2,"Oil, Gas and Coal",1.432452631,2,2.68925E+13,7.97306E+12,-23.86305001,-26.29803552,1.52,1.38,0,1
PTIS.JK,2020Q2,PTIS.JK2020Q2,General Industrials,0.003001754,0,5.01592E+11,2.65693E+11,-47.02707242,-4.560216595,1.5,1.41,1,1
PTPP.JK,2020Q2,PTPP.JK2020Q2,Construction and Materials,0.009167369,0,5.41191E+13,4.32228E+13,-57.35142341,-41.38276294,1.28,0.91,0,1
PTRO.JK,2020Q2,PTRO.JK2020Q2,"Oil, Gas and Coal",0.885637345,2,7.51458E+12,4.51406E+12,-39.55992033,-40.93363688,1.55,1.52,0,1
PTSN.JK,2020Q2,PTSN.JK2020Q2,Electronic and Electrical Equipment,-0.069642071,0,2.13243E+12,9.80911E+11,-90.64911098,-66.99361996,1.42,0.79,1,1
PTSP.JK,2020Q2,PTSP.JK2020Q2,Travel and Leisure,-10.41062978,-26,3.44506E+11,2.19708E+11,-290.1461257,-75.0415617,0.86,0.63,1,1
PWON.JK,2020Q2,PWON.JK2020Q2,Real Estate Investment and Services Development,1.503960113,3,2.64925E+13,1.27505E+13,-84.58235118,-81.96158135,2.48,1.33,1,1
PYFA.JK,2020Q2,PYFA.JK2020Q2,Pharmaceuticals and Biotechnology,0.654998117,1,2.01229E+11,75957469450,92.26101183,-26.08467267,3.55,1.61,0,1
RALS.JK,2020Q2,RALS.JK2020Q2,Retailers,-0.141167241,0,5.4648E+12,1.2957E+12,-107.1988726,-77.17101415,4.29,3.31,1,1
RANC.JK,2020Q2,RANC.JK2020Q2,"Personal Care, Drug and Grocery Stores",2.331276089,5,1.30111E+12,7.33264E+11,223.582174,35.81922182,1.45,0.78,0,1
