Firm,Period,code,ICB Sector,ROA,ROE,TA,Total Liabilities,OI_GROWTH,REV_GROWTH,current_rat,quick_rat,Treated,After
AALI.JK,2019Q2,AALI.JK2019Q2,Food Producers,0.050227578,0.033592246,2.72E+13,8.64E+12,-81.82974339,-6.153257685,1.29,0.64,1,1
ABBA.JK,2019Q2,ABBA.JK2019Q2,Industrial Support Services,-3.575364787,-5.931062393,5.18E+11,3.43E+11,-32.42327874,-17.9356426,0.67,0.63,0,1
ABMM.JK,2019Q2,ABMM.JK2019Q2,"Oil, Gas and Coal",-0.02156834,-0.075400823,1.17E+13,7.88E+12,-52.2875909,-18.77551513,1.62,1.41,1,1
ACES.JK,2019Q2,ACES.JK2019Q2,Retailers,4.205699787,5.47606836,5.45E+12,1.68E+12,8.990449694,19.57469753,8.29,1.9,0,1
ACST.JK,2019Q2,ACST.JK2019Q2,Construction and Materials,-3.060276303,-27.91801518,1.08E+13,9.79E+12,-231.4676356,-20.04615493,1.04,0.88,1,1
ADES.JK,2019Q2,ADES.JK2019Q2,Beverages,1.523491099,2.608307209,8.66E+11,3.67E+11,11.65003773,4.237725844,1.45,1.03,1,1
ADHI.JK,2019Q2,ADHI.JK2019Q2,Construction and Materials,0.456134476,2.194431129,3.14E+13,2.50E+13,6.01188268,5.346770191,1.35,1.09,1,1
ADMF.JK,2019Q2,ADMF.JK2019Q2,Finance and Credit Services,1.455344315,7.180789784,3.37E+13,2.67E+13,96.41724858,9.568456251,0.22,0.22,1,1
ADMG.JK,2019Q2,ADMG.JK2019Q2,Chemicals,-2.601095521,-3.019355332,3.77E+12,6.24E+11,-276.8970606,-48.56344697,5.64,2.64,1,1
ADRO.JK,2019Q2,ADRO.JK2019Q2,"Oil, Gas and Coal",2.67227577,4.730159084,1.01E+14,4.66E+13,22.81483052,8.205786937,1.48,1.38,1,1
AGII.JK,2019Q2,AGII.JK2019Q2,Chemicals,0.214508061,0.450009466,6.86E+12,3.76E+12,8.313892976,16.49951877,1.29,0.94,1,1
AKKU.JK,2019Q2,AKKU.JK2019Q2,General Industrials,-0.181696625,-0.26026444,1.07E+12,3.25E+11,24.16731494,4.659440484,2.6,0.4,0,1
AKPI.JK,2019Q2,AKPI.JK2019Q2,Chemicals,-0.04410534,-0.106926411,2.92E+12,1.79E+12,8.308950579,-3.895162852,1.05,0.62,1,1
AKRA.JK,2019Q2,AKRA.JK2019Q2,"Oil, Gas and Coal",0.893692075,2.247507906,1.90E+13,1.08E+13,-3.57662652,-13.08261086,1.36,0.75,1,1
AKSI.JK,2019Q2,AKSI.JK2019Q2,Investment Banking and Brokerage Services,-0.804025288,-1.861534318,2.74E+11,1.51E+11,-15.15840995,39.57903916,1,1,0,1
ALDO.JK,2019Q2,ALDO.JK2019Q2,Household Goods and Home Construction,1.590222368,3.112086379,9.33E+11,5.36E+11,61.87345001,1.789307302,1.68,0.95,1,1
ALKA.JK,2019Q2,ALKA.JK2019Q2,Industrial Metals and Mining,1.228503812,4.555248146,4.09E+11,3.91E+11,-80.09566261,-68.11035397,1.27,1.2,0,1
ALTO.JK,2019Q2,ALTO.JK2019Q2,Food Producers,-0.542801193,-1.557235548,1.11E+12,7.14E+11,-22.17466043,6.062232968,0.73,0.24,1,1
AMFG.JK,2019Q2,AMFG.JK2019Q2,General Industrials,-0.50510519,-1.249748534,8.85E+12,5.32E+12,-76.26085218,0.30008011,1.2,0.49,0,1
AMIN.JK,2019Q2,AMIN.JK2019Q2,Household Goods and Home Construction,1.352383762,2.662065632,4.22E+11,2.09E+11,-25.85183415,-13.36515538,1.72,1.06,1,1
AMRT.JK,2019Q2,AMRT.JK2019Q2,"Personal Care, Drug and Grocery Stores",0.904854751,3.256828614,2.25E+13,1.71E+13,19.2310599,7.185410424,1.06,0.44,1,1
ANJT.JK,2019Q2,ANJT.JK2019Q2,Food Producers,-1.101873068,-1.760055106,8.62E+12,3.31E+12,-235.0263619,-22.14157228,1.4,1.19,1,1
ANTM.JK,2019Q2,ANTM.JK2019Q2,Industrial Metals and Mining,0.750074548,1.269609282,3.36E+13,1.37E+13,-40.80135967,34.88648278,1.39,1.01,0,1
APIC.JK,2019Q2,APIC.JK2019Q2,Investment Banking and Brokerage Services,1.3862453,2.49949449,3.42E+12,1.29E+12,-68.99437475,323.0947094,1.21,1.21,0,1
APII.JK,2019Q2,APII.JK2019Q2,Electronic and Electrical Equipment,1.087004782,1.740513366,4.61E+11,1.71E+11,10.13209221,20.42324161,1.75,0.6,0,1
APLI.JK,2019Q2,APLI.JK2019Q2,General Industrials,-0.117513965,-0.24970561,4.38E+11,2.31E+11,-160.2104394,16.60494631,1.29,0.74,0,1
APLN.JK,2019Q2,APLN.JK2019Q2,Real Estate Investment and Services Development,0.026157824,-0.21337406,2.88E+13,2.05E+13,35.9890881,5.844144703,1.3,0.73,0,1
ARII.JK,2019Q2,ARII.JK2019Q2,"Oil, Gas and Coal",2.87490794,26.53918942,5.39E+12,4.02E+12,-25.20662335,73.08226241,0.4,0.37,1,1
ARNA.JK,2019Q2,ARNA.JK2019Q2,Construction and Materials,2.898428075,4.467317703,1.63E+12,5.73E+11,44.23564545,13.23204261,1.51,1.36,1,1
ARTA.JK,2019Q2,ARTA.JK2019Q2,Investment Banking and Brokerage Services,-0.514746245,-0.771311082,4.33E+11,2.38E+11,-102.0448324,-4.636759251,7.6,7.52,0,1
ARTI.JK,2019Q2,ARTI.JK2019Q2,Household Goods and Home Construction,-0.969145861,-0.679284102,3.54E+12,9.60E+11,-78.75690136,-47.79026172,2.16,2.1,1,1
ASGR.JK,2019Q2,ASGR.JK2019Q2,Technology Hardware & Equipment,1.334122664,2.090834464,2.29E+12,8.12E+11,-31.96768609,-20.43332699,2.35,1.43,1,1
ASII.JK,2019Q2,ASII.JK2019Q2,Automobiles and Parts,1.593431759,3.262716987,3.50E+14,2.11E+14,-9.487695403,-0.276739759,1.22,0.99,0,1
ASRI.JK,2019Q2,ASRI.JK2019Q2,Real Estate Investment and Services Development,-0.035988626,-0.083289444,2.16E+13,1.15E+13,-38.99924831,-49.41335543,1.29,0.96,0,1
ASSA.JK,2019Q2,ASSA.JK2019Q2,Consumer Services,0.354673371,2.19008288,4.55E+12,3.41E+12,4.726832196,31.82952658,0.67,0.64,0,1
ATIC.JK,2019Q2,ATIC.JK2019Q2,Software & Computer Services,-0.13929218,-2.158305992,4.29E+12,3.69E+12,-46.8205372,21.12139038,1.36,0.81,0,1
AUTO.JK,2019Q2,AUTO.JK2019Q2,Automobiles and Parts,0.502910994,0.837826107,1.59E+13,5.69E+12,78.42794661,1.815621586,1.42,0.85,0,1
BAJA.JK,2019Q2,BAJA.JK2019Q2,Industrial Metals and Mining,-1.88070951,-20.71821443,7.77E+11,7.96E+11,-190.5571249,-21.16189008,0.82,0.23,0,1
BALI.JK,2019Q2,BALI.JK2019Q2,Telecommunications Service Providers,0.337887824,0.683684083,3.84E+12,1.93E+12,27.47966592,42.52268192,0.51,0.4,1,1
BAPA.JK,2019Q2,BAPA.JK2019Q2,Real Estate Investment and Services Development,4.947109879,6.353011748,1.63E+11,45715263700,-137.3392824,207.8748854,3.84,0.11,0,1
BATA.JK,2019Q2,BATA.JK2019Q2,Personal Goods,0.276985164,0.405142889,9.90E+11,3.50E+11,5.392115671,-4.928779702,2.41,0.79,0,1
BAYU.JK,2019Q2,BAYU.JK2019Q2,Travel and Leisure,1.333613006,2.362936796,8.22E+11,3.39E+11,3.785629955,14.55223045,1.88,1.88,0,1
BBLD.JK,2019Q2,BBLD.JK2019Q2,Finance and Credit Services,0.318769344,1.377831336,5.16E+12,3.94E+12,7.957253103,17.04819588,1.64,1.64,1,1
BBRM.JK,2019Q2,BBRM.JK2019Q2,Industrial Transportation,-1.59986551,-6.158225561,1.20E+12,8.91E+11,-39.79312695,-11.09887332,0.88,0.87,0,1
BCAP.JK,2019Q2,BCAP.JK2019Q2,Investment Banking and Brokerage Services,0.071185273,0.242899327,1.84E+13,1.35E+13,-15.48585573,-4.929662727,1.79,1.79,0,1
BELL.JK,2019Q2,BELL.JK2019Q2,Personal Goods,1.016048109,2.116615024,5.53E+11,3.19E+11,54.81069521,71.28061569,1.47,0.6,0,1
BEST.JK,2019Q2,BEST.JK2019Q2,Real Estate Investment and Services Development,0.30062747,0.450254792,6.27E+12,2.07E+12,-58.50001993,-35.09881494,7.8,4.23,0,1
BFIN.JK,2019Q2,BFIN.JK2019Q2,Investment Banking and Brokerage Services,1.918747726,5.592924377,1.84E+13,1.23E+13,-2.404442296,0.326113924,2.06,2.06,0,1
BHIT.JK,2019Q2,BHIT.JK2019Q2,Telecommunications Service Providers,1.010289298,1.361265974,5.98E+13,4.47E+13,20.31246486,7.296155691,0.49,0.49,1,1
BIKA.JK,2019Q2,BIKA.JK2019Q2,Real Estate Investment and Services Development,0.359211651,0.033487724,2.32E+12,2.02E+12,-288.8667623,-1.036689657,4.43,0.33,0,1
BIPI.JK,2019Q2,BIPI.JK2019Q2,"Oil, Gas and Coal",1.892157659,7.343324922,1.75E+13,1.41E+13,-1107.012166,2912.709993,0.56,0.56,1,1
BIPP.JK,2019Q2,BIPP.JK2019Q2,Real Estate Investment and Services Development,-0.249701726,-0.347994349,2.16E+12,1.30E+12,-133.8766282,92.32801421,1.41,0.23,0,1
BIRD.JK,2019Q2,BIRD.JK2019Q2,Travel and Leisure,0.965567963,1.333695428,7.09E+12,1.92E+12,-19.09862133,-6.004552988,1.29,1.27,0,1
BISI.JK,2019Q2,BISI.JK2019Q2,Food Producers,0.464021257,0.570636511,2.67E+12,5.76E+11,-155.094916,72.37039663,4.02,2.11,1,1
BKDP.JK,2019Q2,BKDP.JK2019Q2,Real Estate Investment and Services Development,-1.22575127,-2.0864863,7.84E+11,3.01E+11,36.33959995,-9.85188737,4.02,2.11,0,1
BKSL.JK,2019Q2,BKSL.JK2019Q2,Real Estate Investment and Services Development,0.344170523,0.586428487,1.64E+13,6.83E+12,-49.3677179,-35.00221739,1.38,0.61,0,1
BLTA.JK,2019Q2,BLTA.JK2019Q2,Industrial Transportation,0.138908802,0.336948862,1.01E+12,6.04E+11,-69.56690942,-18.71489397,0.6,0.51,0,1
BLTZ.JK,2019Q2,BLTZ.JK2019Q2,Media,2.458652016,3.794073685,1.88E+12,6.06E+11,-192.9758807,30.06862477,0.77,0.73,0,1
BMSR.JK,2019Q2,BMSR.JK2019Q2,Real Estate Investment and Services Development,-0.31350438,-1.20820414,5.79E+11,4.14E+11,47.09917781,-13.65773109,1.68,1.68,0,1
BMTR.JK,2019Q2,BMTR.JK2019Q2,Media,1.92983822,3.251325106,2.96E+13,1.90E+13,112.1276061,11.21534208,1.51,0.95,0,1
BOGA.JK,2019Q2,BOGA.JK2019Q2,Retailers,0.492010624,0.64062813,5.41E+11,1.36E+11,-1.440799774,7.972941726,1.18,0.54,0,1
BOLT.JK,2019Q2,BOLT.JK2019Q2,Automobiles and Parts,-0.629073367,-0.826250241,1.24E+12,5.74E+11,-104.5053152,1.680336917,1.92,0.65,0,1
BPFI.JK,2019Q2,BPFI.JK2019Q2,Investment Banking and Brokerage Services,1.091532355,2.361685296,1.76E+12,9.47E+11,0.616895351,-0.78845148,7.08,7.08,0,1
BPII.JK,2019Q2,BPII.JK2019Q2,Industrial Support Services,3.045380754,6.113188739,2.70E+12,1.87E+12,323.6844741,196.0490589,3.12,3.12,0,1
BRAM.JK,2019Q2,BRAM.JK2019Q2,Chemicals,1.133363879,1.528921527,4.18E+12,1.27E+12,-7.734826695,-4.921524838,2.38,0.98,1,1
BRNA.JK,2019Q2,BRNA.JK2019Q2,General Industrials,-1.583855028,-3.860785726,2.48E+12,1.46E+12,-1.646752009,-3.378929682,0.88,0.57,0,1
BRPT.JK,2019Q2,BRPT.JK2019Q2,Construction and Materials,0.452365564,0.446783406,9.87E+13,8.21E+13,-53.85352166,-27.96245657,2.19,1.75,1,1
BSDE.JK,2019Q2,BSDE.JK2019Q2,Real Estate Investment and Services Development,2.905582431,5.343769609,5.33E+13,2.57E+13,18.52684682,39.03403316,3.86,2.16,0,1
BSSR.JK,2019Q2,BSSR.JK2019Q2,"Oil, Gas and Coal",3.921492205,6.324320265,3.35E+12,1.34E+12,-88.34001806,-4.358633513,1.21,1.01,1,1
BTEK.JK,2019Q2,BTEK.JK2019Q2,Food Producers,-0.002183173,-0.005131906,5.21E+12,2.98E+12,-34.56894464,-29.18655645,1.89,0.73,1,1
BTON.JK,2019Q2,BTON.JK2019Q2,Industrial Metals and Mining,0.050152522,0.061698447,2.31E+11,35859538800,-98.27064758,18.51594033,4.33,4.08,0,1
BUDI.JK,2019Q2,BUDI.JK2019Q2,Food Producers,0.403724275,0.875427889,3.11E+12,2.15E+12,26.6173357,-3.109450858,1,0.47,1,1
BUKK.JK,2019Q2,BUKK.JK2019Q2,Construction and Materials,1.537555844,3.245968136,4.63E+12,2.41E+12,-15.77922756,32.22464056,1.09,0.65,1,1
BULL.JK,2019Q2,BULL.JK2019Q2,Industrial Transportation,1.542444368,2.584375177,5.42E+12,2.25E+12,20.7925267,4.739155686,1.5,1.46,0,1
BUVA.JK,2019Q2,BUVA.JK2019Q2,Real Estate Investment and Services Development,-0.782736015,-0.782971995,4.14E+12,2.36E+12,5.154920683,20.73259821,0.31,0.3,0,1
BWPT.JK,2019Q2,BWPT.JK2019Q2,Food Producers,-1.492579635,-4.449784231,1.65E+13,1.12E+13,-132.6167248,-26.88631203,0.71,0.63,1,1
BYAN.JK,2019Q2,BYAN.JK2019Q2,"Oil, Gas and Coal",7.698277481,14.50618326,1.96E+13,1.19E+13,-38.82476196,13.32696819,0.98,0.84,1,1
CARS.JK,2019Q2,CARS.JK2019Q2,Retailers,0.407317983,1.830653639,8.25E+12,6.94E+12,-4.30739513,0.534880822,1.99,1.87,0,1
CASS.JK,2019Q2,CASS.JK2019Q2,Industrial Transportation,-2.758065842,-16.20106961,1.94E+12,1.36E+12,-85.59843054,18.25395571,1.27,1.22,0,1
CEKA.JK,2019Q2,CEKA.JK2019Q2,Food Producers,2.64584734,3.189661165,1.22E+12,2.15E+11,250.4158067,-16.71793877,4.74,3.27,1,1
CENT.JK,2019Q2,CENT.JK2019Q2,Telecommunications Service Providers,0.062973806,0.114174687,5.51E+12,2.43E+12,2931.197152,-2.332160955,1.46,1.44,1,1
CFIN.JK,2019Q2,CFIN.JK2019Q2,Finance and Credit Services,0.689538179,1.835266316,1.21E+13,7.63E+12,23.74229419,16.38011579,0.19,0.19,1,1
CINT.JK,2019Q2,CINT.JK2019Q2,Household Goods and Home Construction,-0.54591158,-0.675528369,4.81E+11,1.14E+11,-140.9585238,10.11206258,2.58,0.93,1,1
CITA.JK,2019Q2,CITA.JK2019Q2,Industrial Metals and Mining,6.517878323,12.31482456,3.74E+12,1.64E+12,172.5144341,116.236587,0.63,0.34,0,1
CLEO.JK,2019Q2,CLEO.JK2019Q2,Beverages,3.838508627,5.683268192,1.07E+12,3.67E+11,96.0919987,34.47502657,1.26,0.7,1,1
CLPI.JK,2019Q2,CLPI.JK2019Q2,Chemicals,0.633669899,0.951544609,7.09E+11,2.11E+11,107.0964137,23.1339115,2.23,1.53,1,1
CMNP.JK,2019Q2,CMNP.JK2019Q2,Industrial Transportation,1.053539807,2.416988824,1.43E+13,7.23E+12,27.27044203,-2.15822368,2.18,2.18,0,1
COWL.JK,2019Q2,COWL.JK2019Q2,Real Estate Investment and Services Development,-1.267206769,-3.923809867,3.58E+12,2.37E+12,145.1149424,-40.75525579,1.38,0.24,0,1
CPIN.JK,2019Q2,CPIN.JK2019Q2,Food Producers,3.202589388,4.652920261,2.86E+13,8.39E+12,-24.89581524,9.890207179,2.34,0.91,1,1
CSAP.JK,2019Q2,CSAP.JK2019Q2,Retailers,-0.011483947,-0.131360163,5.97E+12,4.10E+12,9.347328974,10.43770242,1.2,0.58,0,1
CTRA.JK,2019Q2,CTRA.JK2019Q2,Real Estate Investment and Services Development,0.065420669,0.091389589,3.51E+13,1.98E+13,61.37729314,3.556626732,2,0.78,0,1
CTTH.JK,2019Q2,CTTH.JK2019Q2,Construction and Materials,-0.761952156,-1.736380171,7.61E+11,4.16E+11,8.710817917,-53.61822802,1.83,0.76,1,1
DART.JK,2019Q2,DART.JK2019Q2,Real Estate Investment and Services Development,0.052062003,0.102291806,7.05E+12,3.44E+12,-6.631177945,21.06010918,0.45,0.43,0,1
DAYA.JK,2019Q2,DAYA.JK2019Q2,Retailers,0.678831269,2.651271003,6.19E+11,4.70E+11,205.1739014,82.20040018,0.86,0.4,0,1
DEFI.JK,2019Q2,DEFI.JK2019Q2,Investment Banking and Brokerage Services,-0.026961428,-0.027293816,87949892870,901561450,-35.88304967,-2.791771329,5.65,5.65,0,1
DEWA.JK,2019Q2,DEWA.JK2019Q2,Industrial Metals and Mining,0.064523268,0.115356347,5.94E+12,2.65E+12,-56.73806198,19.31536367,1.41,1.24,0,1
DGIK.JK,2019Q2,DGIK.JK2019Q2,Construction and Materials,-0.6666585,-1.766372065,1.67E+12,1.10E+12,-1.990889508,-2.640588865,1.15,1.14,1,1
DILD.JK,2019Q2,DILD.JK2019Q2,Real Estate Investment and Services Development,-0.183575757,-0.659008375,1.46E+13,8.22E+12,13.35284085,-58.23862242,1.53,0.7,0,1
DLTA.JK,2019Q2,DLTA.JK2019Q2,Beverages,3.46242245,4.644689817,1.63E+12,2.35E+11,-8.143168053,-1.934458307,2.78,2.41,1,1
DMAS.JK,2019Q2,DMAS.JK2019Q2,Real Estate Investment and Services Development,7.889014003,8.827635929,7.46E+12,6.66E+11,764.8601145,317.3658924,5.81,1.57,0,1
DNET.JK,2019Q2,DNET.JK2019Q2,Software & Computer Services,1.02801115,1.692834684,1.49E+13,5.69E+12,-329.1290941,41.09504056,11.11,11.11,0,1
DOID.JK,2019Q2,DOID.JK2019Q2,"Oil, Gas and Coal",0.227038839,1.020960466,1.67E+13,1.34E+13,-33.9558109,7.756412358,1.6,1.43,1,1
DPNS.JK,2019Q2,DPNS.JK2019Q2,Chemicals,-0.079639184,0.001297993,3.28E+11,77459989100,8.350734671,-19.15930581,7.9,5.49,1,1
DPUM.JK,2019Q2,DPUM.JK2019Q2,Food Producers,-1.292366065,-1.936657007,2.11E+12,7.14E+11,-186.1196224,-70.04436855,1.67,0.84,1,1
DSFI.JK,2019Q2,DSFI.JK2019Q2,Food Producers,0.857481994,1.822630464,4.02E+11,2.10E+11,18.11764381,-4.814427738,1.43,0.78,1,1
DSNG.JK,2019Q2,DSNG.JK2019Q2,Construction and Materials,0.0198857,0.09113767,1.13E+13,7.85E+12,57.8249215,4.422106481,0.86,0.48,1,1
DSSA.JK,2019Q2,DSSA.JK2019Q2,Electricity,0.236385259,0.390627118,5.37E+13,3.04E+13,-16.28922251,-8.905797009,1.35,1.05,0,1
DUTI.JK,2019Q2,DUTI.JK2019Q2,Real Estate Investment and Services Development,2.070969739,3.011429538,1.30E+13,5.06E+12,-20.3181948,34.75979192,4.22,2.42,0,1
DVLA.JK,2019Q2,DVLA.JK2019Q2,Pharmaceuticals and Biotechnology,1.67664971,2.426963774,1.83E+12,5.35E+11,35.31541395,12.55897357,2.55,1.94,1,1
DYAN.JK,2019Q2,DYAN.JK2019Q2,Industrial Support Services,1.362920531,2.276295872,1.20E+12,4.96E+11,-48.62532301,-8.456544673,1.54,1.51,0,1
ECII.JK,2019Q2,ECII.JK2019Q2,Retailers,0.380696331,0.426450252,1.95E+12,2.06E+11,-200.0930298,5.646552173,8.38,6.05,0,1
EKAD.JK,2019Q2,EKAD.JK2019Q2,Chemicals,1.294645358,1.413032011,8.49E+11,1.30E+11,-29.56586014,11.11273275,7.03,3.46,1,1
ELSA.JK,2019Q2,ELSA.JK2019Q2,"Oil, Gas and Coal",1.319817412,2.339428403,6.07E+12,2.70E+12,44.95988704,27.97104069,1.56,1.44,1,1
ELTY.JK,2019Q2,ELTY.JK2019Q2,Real Estate Investment and Services Development,-2.564782748,-4.137824925,1.36E+13,5.39E+12,-170.3404162,-8.86740343,1.94,1.36,0,1
EMDE.JK,2019Q2,EMDE.JK2019Q2,Real Estate Investment and Services Development,0.845132686,2.23607421,2.14E+12,1.29E+12,-123.8050091,-15.36199334,3.85,0.76,0,1
EMTK.JK,2019Q2,EMTK.JK2019Q2,Telecommunications Equipment,-5.564095142,-7.751321142,1.79E+13,6.91E+12,-440.1435695,23.641899,3.44,2.95,1,1
ENRG.JK,2019Q2,ENRG.JK2019Q2,"Oil, Gas and Coal",2.422252495,9.142240082,1.06E+13,7.97E+12,31.83177977,-8.588518197,0.32,0.25,1,1
EPMT.JK,2019Q2,EPMT.JK2019Q2,Pharmaceuticals and Biotechnology,2.183974358,3.089941089,7.98E+12,2.11E+12,4.665942978,10.05581759,3.25,2,1,1
ERAA.JK,2019Q2,ERAA.JK2019Q2,Retailers,0.579315559,1.317903389,1.11E+13,6.50E+12,-51.95633467,-5.75513112,1.41,0.56,0,1
ERTX.JK,2019Q2,ERTX.JK2019Q2,Personal Goods,0.576722413,1.958455035,9.50E+11,6.61E+11,5.696558759,13.27175689,1.08,0.56,0,1
ESSA.JK,2019Q2,ESSA.JK2019Q2,"Oil, Gas and Coal",-0.208465469,-0.288469654,1.32E+13,1.04E+13,138.7683124,500.0427377,1.3,1.23,1,1
ESTI.JK,2019Q2,ESTI.JK2019Q2,Industrial Materials,0.32030324,1.211065232,8.86E+11,6.50E+11,-171.8327345,-63.70308137,1.23,0.19,0,1
EXCL.JK,2019Q2,EXCL.JK2019Q2,Telecommunications Service Providers,0.389150114,1.214946588,5.84E+13,3.97E+13,147.6143853,13.43501163,0.41,0.4,1,1
FAST.JK,2019Q2,FAST.JK2019Q2,Travel and Leisure,3.353675404,6.831680641,3.25E+12,1.60E+12,206.6015743,12.67778113,1.78,1.46,0,1
FASW.JK,2019Q2,FASW.JK2019Q2,Industrial Materials,2.034526923,4.935302674,1.09E+13,6.51E+12,-32.98546863,-13.8715084,0.97,0.6,0,1
FIRE.JK,2019Q2,FIRE.JK2019Q2,Retailers,1.456623068,2.474851056,5.58E+11,2.42E+11,-21.61519456,33.20174329,1.26,0.73,0,1
FISH.JK,2019Q2,FISH.JK2019Q2,Food Producers,0.904393799,3.406007351,5.21E+12,3.70E+12,6.806038174,8.340806121,1.18,0.41,1,1
FMII.JK,2019Q2,FMII.JK2019Q2,Personal Goods,-0.529530775,-0.774921605,9.19E+11,2.97E+11,202.5646978,118.4664013,2.51,0.39,0,1
FORU.JK,2019Q2,FORU.JK2019Q2,Media,3.604967848,6.083450316,1.01E+11,38112980140,7.705881537,-42.03221182,2.49,2.15,0,1
FPNI.JK,2019Q2,FPNI.JK2019Q2,General Industrials,0.233897085,0.417256321,2.49E+12,1.25E+12,-150.7500548,-22.81958837,1.38,0.49,0,1
FREN.JK,2019Q2,FREN.JK2019Q2,Telecommunications Service Providers,-2.548542973,-5.532267131,2.54E+13,1.34E+13,-0.269756325,21.12722084,0.23,0.21,1,1
GAMA.JK,2019Q2,GAMA.JK2019Q2,Real Estate Investment and Services Development,0.013410646,0.016056048,1.39E+12,2.82E+11,-12.18728176,-44.92549287,3.86,0.51,0,1
GDST.JK,2019Q2,GDST.JK2019Q2,Industrial Metals and Mining,0.148979794,0.251404488,1.51E+12,6.35E+11,193.8782472,36.08636015,0.91,0.16,0,1
GDYR.JK,2019Q2,GDYR.JK2019Q2,Automobiles and Parts,-0.821454808,-1.961646214,1.79E+12,1.05E+12,-42.10579062,-9.005516387,0.6,0.26,0,1
GEMA.JK,2019Q2,GEMA.JK2019Q2,Household Goods and Home Construction,0.118175233,0.257232098,1.05E+12,6.80E+11,57.08182455,-37.57029224,1.25,0.87,1,1
GEMS.JK,2019Q2,GEMS.JK2019Q2,"Oil, Gas and Coal",2.060225357,4.280905354,9.92E+12,5.29E+12,-49.89368126,5.418765372,1.35,1.29,1,1
GGRM.JK,2019Q2,GGRM.JK2019Q2,Tobacco,2.909721231,4.19077376,6.67E+13,2.23E+13,13.81718938,13.82298486,2.1,0.27,0,1
GIAA.JK,2019Q2,GIAA.JK2019Q2,Travel and Leisure,-2.871046319,-17.1957641,5.97E+13,5.11E+13,-511.4266042,10.42379013,0.43,0.35,0,1
GJTL.JK,2019Q2,GJTL.JK2019Q2,Automobiles and Parts,-0.026458512,-0.086403295,1.93E+13,1.33E+13,-15.85361209,9.216817832,1.5,0.96,0,1
GMTD.JK,2019Q2,GMTD.JK2019Q2,Real Estate Investment and Services Development,0.96104051,1.528229316,1.23E+12,4.49E+11,-46.97325435,-40.51180094,1.44,0.13,0,1
GOLD.JK,2019Q2,GOLD.JK2019Q2,Retailers,0.820523139,2.118258098,2.52E+11,1.56E+11,5.745368666,8.566248953,0.19,0.19,0,1
GOLL.JK,2019Q2,GOLL.JK2019Q2,Food Producers,-0.658255838,-1.529198612,2.47E+12,1.79E+12,-198.2509998,-45.82434661,0.11,0.04,1,1
GPRA.JK,2019Q2,GPRA.JK2019Q2,Real Estate Investment and Services Development,0.403128435,0.320975637,1.54E+12,5.44E+11,54.65380202,-4.660941379,5.32,1.12,0,1
GTBO.JK,2019Q2,GTBO.JK2019Q2,"Oil, Gas and Coal",-5.473319133,-6.493653944,8.37E+11,1.19E+11,-193.4323846,59.78637654,0.72,0.36,1,1
GWSA.JK,2019Q2,GWSA.JK2019Q2,Real Estate Investment and Services Development,0.325246844,0.360367011,7.51E+12,6.44E+11,265.7637803,22.35479197,10.63,3.71,0,1
GZCO.JK,2019Q2,GZCO.JK2019Q2,Food Producers,-4.062853799,-12.87265149,2.78E+12,1.94E+12,14.40842709,-55.66742449,0.66,0.51,1,1
HADE.JK,2019Q2,HADE.JK2019Q2,Investment Banking and Brokerage Services,-0.452576024,-0.518177594,72448872140,7491836790,-50.06281835,10.31889605,93.69,93.69,0,1
HDFA.JK,2019Q2,HDFA.JK2019Q2,Finance and Credit Services,-4.017262322,-30.25934319,1.24E+12,1.06E+12,-116.1291749,-65.29509109,18.41,18.41,1,1
HDTX.JK,2019Q2,HDTX.JK2019Q2,Industrial Materials,10.35462115,503.4977,5.87E+11,3.95E+11,-98.30846946,-21.55553892,0.14,0.05,0,1
HERO.JK,2019Q2,HERO.JK2019Q2,Retailers,0.185710171,0.289901723,6.23E+12,2.29E+12,112.6178621,-4.967321878,1.25,0.37,0,1
HEXA.JK,2019Q2,HEXA.JK2019Q2,Industrial Engineering,2.632902394,5.218627131,4.84E+12,2.32E+12,118.0085441,-0.635351351,1.97,0.72,0,1
HITS.JK,2019Q2,HITS.JK2019Q2,Industrial Transportation,2.296539405,10.2782214,3.10E+12,2.51E+12,1.404643946,26.71022208,0.99,0.91,0,1
HMSP.JK,2019Q2,HMSP.JK2019Q2,Tobacco,6.98967116,10.37859929,4.31E+13,1.46E+13,11.63597142,3.431153499,2.81,1.5,0,1
HOKI.JK,2019Q2,HOKI.JK2019Q2,Food Producers,3.789108806,5.226102755,8.32E+11,2.12E+11,5.477676227,20.00288457,2.26,1.45,1,1
HOME.JK,2019Q2,HOME.JK2019Q2,Travel and Leisure,-2.902372972,-4.43436198,2.81E+11,99192566030,-846.4457915,-59.14754085,16.83,16.83,0,1
HOTL.JK,2019Q2,HOTL.JK2019Q2,Travel and Leisure,0.02641413,0.091047765,1.33E+12,8.94E+11,-73.25663905,-7.615799388,1.6,0.26,0,1
HRUM.JK,2019Q2,HRUM.JK2019Q2,"Oil, Gas and Coal",1.637570718,2.036924736,6.21E+12,1.85E+12,-26.44678599,0.657736421,9.29,8.43,1,1
IATA.JK,2019Q2,IATA.JK2019Q2,Travel and Leisure,-0.909296217,-1.632369585,9.27E+11,4.33E+11,143.4448176,-29.51666317,0.38,0.16,0,1
